PlotName,Plot-No,ENV,Rep,Blk,Entry,Pedigree,DA,DS,ASI,PHT,EHT,RL,SL,HCV,PASP,EASP,EPP,EAROT  ,GY,STGC
BA21364-IK'DT-1176,1176,MD,1,13,E173,TZEEIOR 381 X TZEEIOR 30,49,48,1,171.2,82.4,4,3,4,3,4,0.833333333,0,3704.793028,3
BA21364-IK'DT-1177,1177,MD,1,13,E1,TZEEIOR 346 X TZEEIOR  9 A,48,48,0,162.8,78.4,5,4,4,4,4,1,1.083183988,4380.827887,5
BA21364-IK'DT-1178,1178,MD,1,13,E24,TZEEIOR 45 X TZEE OR  9 A,47,46,1,186.4,87.2,4,4,3,4,3,1,0.816609502,4963.137255,4
BA21364-IK'DT-1179,1179,MD,1,13,E149,TZEEIOR 384 XTZEEIOR 30 ,49,48,1,168.2,71.4,4,4,3,4,3,1,0,4509.803922,3
BA21364-IK'DT-1180,1180,MD,1,13,E170,TZEEIOR 209 X TZEEIOR 30,52,52,0,173.4,80.4,2,5,5,5,5,0.944444444,0,2753.376906,4
BA21364-IK'DT-1181,1181,MD,1,13,E114,TZEEIOR 289 X TZEEIOR 197,51,52,1,161.4,71.6,1,5,5,5,5,0.833333333,0,2534.858388,5
BA21364-IK'DT-1182,1182,MD,1,13,E25,TZEEIOR 209 X TZEEIOR  9 A,51,52,1,161.8,89.4,5,6,6,6,6,0.777777778,0.910776816,1768.627451,6
BA21364-IK'DT-1183,1183,MD,1,14,E52,TZEEIOR 523 X TZEEIOR 97,49,48,1,160.6,86.6,5,4,5,4,5,0.833333333,0.884606581,2717.647059,6
BA21364-IK'DT-1184,1184,MD,1,14,E31,TZEEIOR 486 X TZEEIOR  9 A,48,48,0,155.2,71.6,5,5,5,5,5,0.833333333,0,2147.276688,6
BA21364-IK'DT-1185,1185,MD,1,14,E116,TZEEIOR 290 X TZEEIOR 197,48,48,0,173.4,83,4,4,5,4,5,0.888888889,0,2720.697168,6
BA21364-IK'DT-1186,1186,MD,1,14,E141,TZEEIOR 525 X TZEEIOR 197,48,48,0,166,72.4,2,4,4,4,4,0.888888889,0,2921.568627,6
BA21364-IK'DT-1187,1187,MD,1,14,E75,TZEEIOR 314 X TZEEIOR 249,48,48,0,154.2,70.2,5,5,4,5,4,1,0.816609502,2431.372549,6
BA21364-IK'DT-1188,1188,MD,1,14,E193,CHECK 3 - TZEEIY Pop STR C5 x TZEEI 58,47,48,1,169.8,86.2,3,5,4,5,4,0.777777778,0.910776816,2321.568627,6
BA21364-IK'DT-1189,1189,MD,1,14,E35,TZEEIOR 546 X TZEEIOR  9 A,49,48,1,159.6,74.8,4,4,5,4,5,1,0,2394.814815,6
BA21364-IK'DT-1190,1190,MD,1,14,E76,TZEEIOR 396 X TZEEIOR 249,51,51,0,148.8,80.6,4,5,5,5,5,1,0,2337.254902,4
BA21364-IK'DT-1191,1191,MD,1,14,E20,TZEEIOR 205 X TZEEIOR  9 A ,50,51,1,156.6,86.2,3,4,4,4,4,0.888888889,0,3144.22658,3
BA21364-IK'DT-1192,1192,MD,1,14,E18,TZEEIOR 500 X TZEEIOR  9 A,49,49,0,135.4,69.4,4,4,5,4,5,0.944444444,0,2188.017429,7
BA21364-IK'DT-1193,1193,MD,1,14,E145,TZEEIOR 346 X TZEEIOR 30,53,52,1,152.2,66.4,2,5,5,5,5,0.944444444,0.83773694,2745.098039,5
BA21364-IK'DT-1194,1194,MD,1,14,E143,TZEEIOR 546 X TZEEIOR 197,53,53,0,176,81.2,3,3,4,3,4,0.888888889,0,3462.745098,3
BA21364-IK'DT-1195,1195,MD,1,14,E111,TZEEIOR 314 X TZEEIOR 197,48,48,0,165,79.8,2,4,4,4,4,1,0.816609502,3622.004357,3
BA21364-IK'DT-1196,1196,MD,1,14,E10,TZEEIOR 458 X TZEEIOR  9 A,46,45,1,170,87.6,5,4,4,4,4,1.055555556,0,3628.104575,6
BA21364-IK'DT-2001,2001,MD,2,15,E10,TZEEIOR 458 X TZEEIOR  9 A,47,46,1,173.8,86,5,,3,,3,1.055555556,0,4170.718954,7
BA21364-IK'DT-2002,2002,MD,2,15,E169,TZEEIOR 45 X TZEE OR 30,51,52,1,174.6,66,3,6,6,6,6,0.666666667,0,1358.823529,6
BA21364-IK'DT-2003,2003,MD,2,15,E121,TZEEIOR 509 X TZEEIOR 197,46,45,1,182.6,87.6,3,3,2,3,2,1.111111111,0,5623.093682,4
BA21364-IK'DT-2004,2004,MD,2,15,E142,TZEEIOR 510 X TZEEIOR 197,48,49,1,180.6,75,3,3,4,3,4,1,0,3251.851852,4
BA21364-IK'DT-2005,2005,MD,2,15,E23,TZEEIOR 41 X TZEEEIOR  9 A,48,48,0,173.6,85.6,2,4,5,4,5,0.764705882,0,2384.183007,5
BA21364-IK'DT-2006,2006,MD,2,15,E83,TZEEIOR 479 X TZEEIOR 249,49,48,1,170.6,87.2,5,4,5,4,5,0.944444444,0,2347.712418,6
BA21364-IK'DT-2007,2007,MD,2,15,E124,TZEEIOR 523 X TZEEIOR 197,47,47,0,169.8,78,3,4,4,4,4,0.888888889,0,3285.185185,5
BA21364-IK'DT-2008,2008,MD,2,15,E174,TZEEIOR 349 XTZEEIOR 30,52,53,1,152.6,74,5,7,6,7,6,0.722222222,1.214436251,1747.058824,6
BA21364-IK'DT-2009,2009,MD,2,15,E2,TZEEIOR 321 X TZEEIOR  9 A,50,51,1,150,68.4,4,5,6,5,6,0.888888889,0,1768.627451,6
BA21364-IK'DT-2010,2010,MD,2,15,E107,TZEEIOR 546 X TZEEIOR 249,50,50,0,163.2,83.6,4,5,6,5,6,0.722222222,0,2082.570806,4
BA21364-IK'DT-2011,2011,MD,2,15,E188,TZEEIOR 197 X TZEEIOR 9A ,49,50,1,160.4,69,3,5,5,5,5,1,0,2729.847495,5
BA21364-IK'DT-2012,2012,MD,2,15,E93,TZEEIOR 24 X TZEEIOR 249 ,51,52,1,173,75,3,5,6,5,6,0.888888889,0.860338007,2075.381264,5
BA21364-IK'DT-2013,2013,MD,2,15,E147,TZEEIOR 314 X TZEEIOR 30,49,49,0,153.8,70,3,4,4,4,4,1,1.083183988,3074.509804,5
BA21364-IK'DT-2014,2014,MD,2,15,E129,TZEEIOR 24 X TZEEIOR 197 ,50,51,1,178.2,76,3,4,4,4,4,1,0,3696.514161,4
BA21364-IK'DT-2015,2015,MD,2,16,E63,TZEEIOR 142 X TZEEIOR 97,55,57,2,162.4,84.4,5,5,5,5,5,0.555555556,0,1982.222222,5
BA21364-IK'DT-2016,2016,MD,2,16,E40,TZEEIOR 396 X TZEEIOR 97,55,56,1,154.4,82,5,5,5,5,5,0.722222222,0.939135091,1869.281046,6
BA21364-IK'DT-2017,2017,MD,2,16,E176,TZEEIOR 486 X TZEEIOR 30,52,52,0,158.6,75.2,4,5,5,5,5,0.722222222,0,3057.08061,4
BA21364-IK'DT-2018,2018,MD,2,16,E144,TZEEIOR 305 X TZEEIOR 197,50,50,0,165.2,80.6,3,5,5,5,5,0.888888889,0,2947.712418,6
BA21364-IK'DT-2019,2019,MD,2,16,E36,TZEEIOR 305 X TZEEIOR 9 A ,50,50,0,153.8,75.4,3,5,5,5,5,0.888888889,1.130333768,2784.749455,7
BA21364-IK'DT-2020,2020,MD,2,16,E140,TZEEIOR 526 X TZEEIOR 197,52,54,2,161.6,88.8,2,6,6,6,6,0.722222222,0,1960.784314,6
BA21364-IK'DT-2021,2021,MD,2,16,E25,TZEEIOR 209 X TZEEIOR  9 A,50,50,0,166.2,88.8,3,5,6,5,6,0.888888889,0.860338007,1941.176471,6
BA21364-IK'DT-2022,2022,MD,2,16,E153,TZEEIOR 290 X TZEEIOR 30,47,46,1,164.4,66.6,5,4,5,4,5,0.944444444,0.83773694,3314.814815,6
BA21364-IK'DT-2023,2023,MD,2,16,E28,TZEEIOR 381 X TZEEIOR  9 A,47,47,0,166.6,86.8,4,5,6,5,6,0.777777778,1.470872305,2008.888889,7
BA21364-IK'DT-2024,2024,MD,2,16,E3,TZEEIOR 314 X TZEEIOR  9 A,45,44,1,168.6,86.8,4,4,3,4,3,1,0.816609502,3995.991285,6
BA21364-IK'DT-2025,2025,MD,2,16,E24,TZEEIOR 45 X TZEE OR  9 A,46,45,1,183,87,3,4,3,4,3,0.823529412,0,3419.346405,5
BA21364-IK'DT-2026,2026,MD,2,16,E98,TZEEIOR 221 X TZEEIOR 249 ,54,56,2,137.4,69.4,4,7,7,7,7,0.611111111,0,780.8278867,6
BA21364-IK'DT-2027,2027,MD,2,16,E181,TZEEIOR 30 X TZEEIOR 97,56,58,2,127.4,58.4,3,7,7,7,7,0.333333333,0,774.7276688,7
BA21364-IK'DT-2028,2028,MD,2,16,E157,TZEEIOR 513 X TZEEIOR 30,53,54,1,120.6,52.8,3,7,6,7,6,0.611111111,0,1137.254902,7
BA21364-IK'DT-2029,2029,MD,2,17,E14,TZEEIOR 540 X TZEEIOR  9 A,51,51,0,137.6,65,5,7,6,7,6,0.833333333,1.156347201,1570.37037,5
BA21364-IK'DT-2030,2030,MD,2,17,E132,TZEEIOR 45 X TZEE OR 197,53,54,1,142.6,60,5,7,6,7,6,0.444444444,0,1323.747277,5
BA21364-IK'DT-2031,2031,MD,2,17,E5,TZEEIOR 384 XTZEEIOR  9 A ,50,50,0,119.4,50.6,5,7,6,7,6,0.722222222,0,2352.941176,6
BA21364-IK'DT-2032,2032,MD,2,17,E46,TZEEIOR 458 X TZEEIOR 97,53,54,1,140.6,69,5,6,5,6,5,0.888888889,0,2318.954248,6
BA21364-IK'DT-2033,2033,MD,2,17,E48,TZEEIOR 513 X TZEEIOR 97,51,52,1,135,73.4,5,6,5,6,5,0.888888889,0,2934.640523,5
BA21364-IK'DT-2034,2034,MD,2,17,E99,TZEEIOR 142 X TZEEIOR 249,54,55,1,151.6,72,3,3,6,3,6,0.666666667,0,1630.065359,5
BA21364-IK'DT-2035,2035,MD,2,17,E80,TZEEIOR 290 X TZEEIOR 249,50,50,0,149,66.6,5,5,5,5,5,0.941176471,0,2492.374728,4
BA21364-IK'DT-2036,2036,MD,2,17,E155,TZEEIOR 458 X TZEEIOR 30,52,51,1,150.8,70.8,3,4,5,4,5,0.944444444,0,2888.888889,3
BA21364-IK'DT-2037,2037,MD,2,17,E45,TZEEIOR 515 X TZEEIOR 97 ,54,54,0,142.2,60.8,4,6,5,6,5,0.555555556,0,1754.901961,5
BA21364-IK'DT-2038,2038,MD,2,17,E148,TZEEIOR 396 X TZEEIOR 30,54,54,0,123,54.8,3,7,6,7,6,0.555555556,0,958.6056645,7
BA21364-IK'DT-2039,2039,MD,2,17,E77,TZEEIOR 384 XTZEEIOR 249 ,50,50,0,162.2,79.4,5,5,5,5,5,0.944444444,0,2318.954248,5
BA21364-IK'DT-2040,2040,MD,2,17,E146,TZEEIOR 321 X TZEEIOR 30,51,51,0,145,66.4,4,6,5,6,5,0.833333333,0,2156.862745,6
BA21364-IK'DT-2041,2041,MD,2,17,E123,TZEEIOR 548 X TZEEIOR 197,50,51,1,155,74.6,3,5,5,5,5,0.888888889,0,2506.535948,5
BA21364-IK'DT-2042,2042,MD,2,17,E97,TZEEIOR 209 X TZEEIOR 249,51,52,1,161.4,85.6,5,5,6,5,6,0.944444444,1.106010812,1741.176471,4
BA21364-IK'DT-2043,2043,MD,2,18,E15,TZEEIOR 548 X TZEEIOR  9 A,48,48,0,147.6,147.6,4,5,5,5,5,0.777777778,0,2412.461874,6
BA21364-IK'DT-2044,2044,MD,2,18,E134,TZEEIOR 221 X TZEEIOR 197 ,50,51,1,173.8,85.2,3,5,5,5,5,0.833333333,0.884606581,2342.48366,6
BA21364-IK'DT-2045,2045,MD,2,18,E60,TZEEIOR 45 X TZEE OR 97,53,55,2,172.6,82.6,3,5,6,5,6,0.5,0,1343.572985,4
BA21364-IK'DT-2046,2046,MD,2,18,E57,TZEEIOR 24 X TZEEIOR 97 ,53,55,2,174.8,89.4,3,6,6,6,6,0.611111111,0,1719.607843,5
BA21364-IK'DT-2047,2047,MD,2,18,E55,TZEEIOR 202 X TZEEIOR 97,53,56,3,173.4,79.4,3,5,6,5,6,0.722222222,0.939135091,1500.653595,6
BA21364-IK'DT-2048,2048,MD,2,18,E138,TZEEIOR 536 X TZEEIOR 197,53,55,2,141.6,76,3,7,6,7,6,0.666666667,0,1329.847495,6
BA21364-IK'DT-2049,2049,MD,2,18,E96,TZEEIOR 45 X TZEE OR 249,51,52,1,167,70,2,5,6,5,6,0.833333333,0,1727.45098,6
BA21364-IK'DT-2050,2050,MD,2,18,E7,TZEEIOR 365 X TZEEIOR  9 A,46,47,1,147.4,68,3,6,5,6,5,0.944444444,0,1176.470588,6
BA21364-IK'DT-2051,2051,MD,2,18,E54,TZEEIOR 500 X TZEEIOR 97,48,48,0,170,95.2,3,6,6,6,6,0.944444444,0,2324.183007,6
BA21364-IK'DT-2052,2052,MD,2,18,E162,TZEEIOR 542 TZEEIOR 30 ,50,50,0,156.6,71,3,5,6,5,6,0.666666667,0,1747.058824,5
BA21364-IK'DT-2053,2053,MD,2,18,E185,TZEEIOR 97 X TZEEIOR 197 ,53,54,1,168.4,85.6,3,6,6,6,6,0.888888889,0,2108.932462,5
BA21364-IK'DT-2054,2054,MD,2,18,E164,TZEEIOR 202 X TZEEIOR 30,53,54,1,168,80.4,2,5,6,5,6,0.666666667,0.970036777,1343.572985,6
BA21364-IK'DT-2055,2055,MD,2,18,E50,TZEEIOR 540 X TZEEIOR 97,48,47,1,182.8,92.8,4,4,4,4,4,1,0.816609502,3891.067538,5
BA21364-IK'DT-2056,2056,MD,2,18,E190,TZEEIOR 249 X TZEEIOR 9 A ,50,50,0,164.2,79,4,6,5,6,5,0.555555556,0,1414.901961,6
BA21364-IK'DT-2057,2057,MD,2,19,E186,TZEEIOR 97 X TZEEIOR 249,51,52,1,167,89.6,5,5,5,5,5,0.833333333,0,2137.690632,5
BA21364-IK'DT-2058,2058,MD,2,19,E79,TZEEIOR 365 X TZEEIOR 249,50,50,0,145.2,75.2,2,5,4,5,4,0.777777778,0,2014.291939,6
BA21364-IK'DT-2059,2059,MD,2,19,E120,TZEEIOR 513 X TZEEIOR 197,51,52,1,167.6,80.2,1,5,6,5,6,0.833333333,0,1936.819172,6
BA21364-IK'DT-2060,2060,MD,2,19,E39,TZEEIOR 314 X TZEEIOR 97,52,53,1,158.2,75.8,6,6,6,6,6,0.722222222,0,1895.424837,5
BA21364-IK'DT-2061,2061,MD,2,19,E34,TZEEIOR 510 X TZEEIOR  9 A,50,50,0,151.6,70.8,3,4,5,4,5,0.888888889,0,2352.941176,6
BA21364-IK'DT-2062,2062,MD,2,19,E193,CHECK 3 - TZEEIY Pop STR C5 x TZEEI 58,50,51,1,166,80,1,4,5,4,5,0.722222222,0,1921.568627,5
BA21364-IK'DT-2063,2063,MD,2,19,E168,TZEEIOR 41 X TZEEEIOR 30,56,58,2,151.6,56.2,1,6,7,6,7,0.444444444,0,575.1633987,5
BA21364-IK'DT-2064,2064,MD,2,19,E52,TZEEIOR 523 X TZEEIOR 97,51,51,0,163.2,78.2,4,4,5,4,5,1,0,2921.568627,3
BA21364-IK'DT-2065,2065,MD,2,19,E130,TZEEIOR 28 X TZEEIOR 197,53,54,1,164.6,66,1,6,6,6,6,0.722222222,0.939135091,1694.117647,3
BA21364-IK'DT-2066,2066,MD,2,19,E21,TZEEIOR 24 X TZEEIOR  9 A ,51,51,0,163.4,73.6,1,5,5,5,5,0.833333333,0,1956.427015,5
BA21364-IK'DT-2067,2067,MD,2,19,E62,TZEEIOR 221 X TZEEIOR 97 ,53,54,1,162,85,4,6,5,6,5,0.722222222,0,1717.647059,5
BA21364-IK'DT-2068,2068,MD,2,19,E183,TZEEIOR 30 X TZEEIOR 249,51,52,1,170.6,75.8,1,4,5,4,5,1.055555556,1.061690514,2523.529412,4
BA21364-IK'DT-2069,2069,MD,2,19,E78,TZEEIOR 289 X TZEEIOR 249,49,49,0,161.4,72.8,5,4,5,4,5,1.055555556,0,2905.228758,5
BA21364-IK'DT-2070,2070,MD,2,19,E72,TZEEIOR 305 X TZEEIOR 97,54,56,2,147.4,74.6,5,7,6,7,6,0.444444444,0,1168.627451,6
BA21364-IK'DT-2071,2071,MD,2,20,E182,TZEEIOR 30 X TZEEIOR 197,54,55,1,163,66.6,1,6,5,6,5,0.611111111,0,1735.294118,6
BA21364-IK'DT-2072,2072,MD,2,20,E49,TZEEIOR 509 X TZEEIOR 97,54,56,2,140.4,78.2,5,7,6,7,6,0.5,0,944.4444444,6
BA21364-IK'DT-2073,2073,MD,2,20,E94,TZEEIOR 28 X TZEEIOR 249,52,53,1,167.4,72,3,5,6,5,6,0.722222222,0,1707.843137,4
BA21364-IK'DT-2074,2074,MD,2,20,E101,TZEEIOR 349 XTZEEIOR 249,50,51,1,153.2,69.8,3,5,5,5,5,0.833333333,0,2113.72549,3
BA21364-IK'DT-2075,2075,MD,2,20,E187,TZEEIOR 97 X TZEEIOR 9 A,54,54,0,169.8,79.8,4,5,5,5,5,0.833333333,0,1958.605664,6
BA21364-IK'DT-2076,2076,MD,2,20,E9,TZEEIOR 515 X TZEEIOR  9 A ,46,45,1,164.8,71.2,5,3,4,3,4,1,0,3925.925926,6
BA21364-IK'DT-2077,2077,MD,2,20,E56,TZEEIOR 205 X TZEEIOR 97 ,50,51,1,184.6,98.4,3,5,5,5,5,0.611111111,0,2486.71024,5
BA21364-IK'DT-2078,2078,MD,2,20,E73,TZEEIOR 346 X TZEEIOR 249,50,50,0,159.8,72.6,5,4,5,4,5,0.777777778,0,2503.703704,5
BA21364-IK'DT-2079,2079,MD,2,20,E150,TZEEIOR 289 X TZEEIOR 30,50,50,0,152.8,66.6,3,4,5,4,5,0.833333333,0,3029.673203,5
BA21364-IK'DT-2080,2080,MD,2,20,E175,TZEEIOR 536 X TZEEIOR 30,52,53,1,139,73.8,3,5,5,5,5,0.611111111,1.003930294,1949.891068,3
BA21364-IK'DT-2081,2081,MD,2,20,E33,TZEEIOR 525 X TZEEIOR  9 A,50,50,0,138.6,68.8,3,5,6,5,6,0.722222222,0,1790.196078,6
BA21364-IK'DT-2082,2082,MD,2,20,E43,TZEEIOR 365 X TZEEIOR 97,53,53,0,147,81.2,3,5,5,5,5,0.833333333,0,2546.187364,6
BA21364-IK'DT-2083,2083,MD,2,20,E59,TZEEIOR 41 X TZEEEIOR 97,55,56,1,153.2,72.8,3,5,6,5,6,0.611111111,0,1509.368192,5
BA21364-IK'DT-2084,2084,MD,2,20,E196,CHECK 6 -TZdEEI 1 x TZdEEI 12,53,54,1,115.6,54.2,5,7,7,7,7,0.777777778,1.184285738,577.124183,6
BA21364-IK'DT-2085,2085,MD,2,21,E64,TZEEIOR 381 X TZEEIOR 97,54,55,1,118.2,59.8,7,7,6,7,6,0.5,1.53571597,956.4270153,6
BA21364-IK'DT-2086,2086,MD,2,21,E143,TZEEIOR 546 X TZEEIOR 197,52,53,1,149.6,65.4,3,5,5,5,5,0.777777778,1.184285738,2326.797386,4
BA21364-IK'DT-2087,2087,MD,2,21,E88,TZEEIOR 523 X TZEEIOR 249,49,48,1,147,78.4,4,4,5,4,5,0.888888889,1.508529719,2376.20915,4
BA21364-IK'DT-2088,2088,MD,2,21,E103,TZEEIOR 486 X TZEEIOR 249,50,50,0,146.6,65.2,3,4,5,4,5,0.769230769,1.041392685,1938.997821,5
BA21364-IK'DT-2089,2089,MD,2,21,E4,TZEEIOR 396 X TZEEIOR  9 A,48,47,1,149.4,73.8,4,5,5,5,5,1,1.106010812,2790.501089,6
BA21364-IK'DT-2090,2090,MD,2,21,E6,TZEEIOR 289 X TZEEIOR  9 A,50,50,0,153.2,77,5,4,5,4,5,1.058823529,1.247154615,2996.949891,4
BA21364-IK'DT-2091,2091,MD,2,21,E194,CHECH 4 - TZdEEI 1 x TZdEEI 5,48,48,0,159.2,64.8,4,4,6,4,6,0.666666667,0.970036777,1749.019608,6
BA21364-IK'DT-2092,2092,MD,2,21,E100,TZEEIOR 381 X TZEEIOR 249,47,46,1,166.2,73.2,5,4,4,4,4,0.833333333,1.53571597,3134.117647,5
BA21364-IK'DT-2093,2093,MD,2,21,E67,TZEEIOR 486 X TZEEIOR 97,50,50,0,180.4,91.2,3,2,2,2,2,0.941176471,0,4869.281046,4
BA21364-IK'DT-2094,2094,MD,2,21,E184,TZEEIOR 30 X TZEEIOR 9 A,49,48,1,161.6,75.2,4,3,3,3,3,0.833333333,0,3533.333333,5
BA21364-IK'DT-2095,2095,MD,2,21,E11,TZEEIOR 479 X TZEEIOR  9 A,47,46,1,155,72.2,5,4,4,4,4,1,0.816609502,3333.333333,6
BA21364-IK'DT-2096,2096,MD,2,21,E106,TZEEIOR 510 X TZEEIOR 249,49,49,0,157.6,79.8,1,4,3,4,3,1.055555556,1.343460422,4217.864924,2
BA21364-IK'DT-2097,2097,MD,2,21,E32,TZEEIOR 526 X TZEEIOR  9 A,51,52,1,139.2,66.2,3,5,5,5,5,1.055555556,1.061690514,1934.640523,5
BA21364-IK'DT-2098,2098,MD,2,21,E84,TZEEIOR 513 X TZEEIOR 249,50,50,0,144.4,61.2,5,5,5,5,5,0.888888889,1.58546073,2576.732026,4
BA21364-IK'DT-2099,2099,MD,2,22,E71,TZEEIOR 546 X TZEEIOR 97,54,54,0,154.6,79.8,5,5,5,5,5,0.705882353,0,3300,3
BA21364-IK'DT-2100,2100,MD,2,22,E37,TZEEIOR 346 X TZEEIOR 97,54,55,1,159,85.4,5,5,4,5,4,0.777777778,1.350801612,2529.1939,4
BA21364-IK'DT-2101,2101,MD,2,22,E82,TZEEIOR 458 X TZEEIOR 249,50,50,0,154,77,4,5,5,5,5,0.777777778,1.350801612,1749.803922,4
BA21364-IK'DT-2102,2102,MD,2,22,E112,TZEEIOR 396 X TZEEIOR 197,50,50,0,168.4,82.8,3,4,4,4,4,0.944444444,0,3218.518519,3
BA21364-IK'DT-2103,2103,MD,2,22,E141,TZEEIOR 525 X TZEEIOR 197,52,54,2,156,72.6,4,5,5,5,5,0.666666667,1.247154615,2094.553377,4
BA21364-IK'DT-2104,2104,MD,2,22,E89,TZEEIOR 542 TZEEIOR 249 ,50,50,0,156.6,70.2,5,4,4,4,4,0.833333333,1.441956838,2500.87146,4
BA21364-IK'DT-2105,2105,MD,2,22,E102,TZEEIOR 536 X TZEEIOR 249,50,50,0,145.4,79.8,5,4,5,4,5,1,1.083183988,2562.352941,4
BA21364-IK'DT-2106,2106,MD,2,22,E87,TZEEIOR 548 X TZEEIOR 249,51,52,1,148.2,61,4,5,5,5,5,1.055555556,1.343460422,2200.522876,6
BA21364-IK'DT-2107,2107,MD,2,22,E41,TZEEIOR 384 XTZEEIOR 97 ,51,52,1,154.4,76.2,4,5,4,5,4,0.777777778,0.910776816,2282.352941,4
BA21364-IK'DT-2108,2108,MD,2,22,E70,TZEEIOR 510 X TZEEIOR 97,50,50,0,166.4,86.6,3,4,4,4,4,0.944444444,0,3601.30719,4
BA21364-IK'DT-2109,2109,MD,2,22,E149,TZEEIOR 384 XTZEEIOR 30 ,50,49,1,157,72,5,5,5,5,5,0.833333333,1.441956838,1921.568627,6
BA21364-IK'DT-2110,2110,MD,2,22,E158,TZEEIOR 509 X TZEEIOR 30,49,48,1,149.4,71.2,3,4,5,4,5,0.888888889,0,2726.797386,5
BA21364-IK'DT-2111,2111,MD,2,22,E136,TZEEIOR 381 X TZEEIOR 197,49,50,1,166,82.4,3,4,5,4,5,0.722222222,1.381600985,2905.228758,5
BA21364-IK'DT-2112,2112,MD,2,22,E35,TZEEIOR 546 X TZEEIOR  9 A,48,48,0,158.8,82.8,5,4,6,4,6,1,1.752475273,2540.522876,6
BA21364-IK'DT-2113,2113,MD,2,23,E119,TZEEIOR 479 X TZEEIOR 197,47,46,1,194,91,4,4,5,4,5,1.055555556,0,4003.267974,4
BA21364-IK'DT-2114,2114,MD,2,23,E76,TZEEIOR 396 X TZEEIOR 249,47,46,1,176,83,5,3,4,3,4,1,1.365903777,3882.352941,3
BA21364-IK'DT-2115,2115,MD,2,23,E177,TZEEIOR 526 X TZEEIOR 30,50,50,0,139.4,67,3,5,6,5,6,0.888888889,1.130333768,1729.411765,6
BA21364-IK'DT-2116,2116,MD,2,23,E113,TZEEIOR 384 XTZEEIOR 197 ,47,47,0,173,75,2,4,4,4,4,0.888888889,0,3119.825708,5
BA21364-IK'DT-2117,2117,MD,2,23,E122,TZEEIOR 540 X TZEEIOR 197,49,50,1,168,82.2,3,5,5,5,5,0.833333333,0,2503.703704,6
BA21364-IK'DT-2118,2118,MD,2,23,E29,TZEEIOR 349 XTZEEIOR  9 A,48,49,1,139,66.4,3,5,5,5,5,0.764705882,1.739146178,1764.705882,6
BA21364-IK'DT-2119,2119,MD,2,23,E154,TZEEIOR 515 X TZEEIOR 30,50,50,0,147.8,62,3,5,5,5,5,0.823529412,1.184285738,2108.932462,4
BA21364-IK'DT-2120,2120,MD,2,23,E191,CHECK 1 TZEEIOR 109 x TZdEEI 12,50,50,0,142.6,75,3,6,6,6,6,0.764705882,1.502006699,1619.607843,6
BA21364-IK'DT-2121,2121,MD,2,23,E180,TZEEIOR 546 X TZEEIOR 30,53,53,0,150.2,66.8,2,5,6,5,6,0.888888889,1.130333768,1671.285403,5
BA21364-IK'DT-2122,2122,MD,2,23,E156,TZEEIOR 479 X TZEEIOR 30,48,48,0,150.6,64,3,4,5,4,5,0.777777778,0.910776816,2924.836601,5
BA21364-IK'DT-2123,2123,MD,2,23,E111,TZEEIOR 314 X TZEEIOR 197,50,50,0,148.6,76.8,3,4,5,4,5,0.944444444,1.106010812,2714.59695,5
BA21364-IK'DT-2124,2124,MD,2,23,E30,TZEEIOR 536 X TZEEIOR  9 A,50,50,0,133.8,71,6,6,5,6,5,0.666666667,1.707570176,1604.270153,7
BA21364-IK'DT-2125,2125,MD,2,23,E133,TZEEIOR 209 X TZEEIOR 197,52,53,1,153.4,72.6,2,5,5,5,5,0.833333333,1.322219295,1737.254902,6
BA21364-IK'DT-2126,2126,MD,2,23,E172,TZEEIOR 142 X TZEEIOR 30,53,54,1,150.2,69,3,6,5,6,5,0.555555556,0,1912.854031,6
BA21364-IK'DT-2127,2127,MD,2,24,E31,TZEEIOR 486 X TZEEIOR  9 A,48,49,1,136.2,61.4,4,6,5,6,5,0.722222222,1.214436251,1549.455338,6
BA21364-IK'DT-2128,2128,MD,2,24,E17,TZEEIOR 542 TZEEIOR  9 A ,50,50,0,139.4,60,5,6,5,6,5,0.666666667,1.53571597,1941.176471,5
BA21364-IK'DT-2129,2129,MD,2,24,E92,TZEEIOR 205 X TZEEIOR 249 ,52,54,2,142.4,77,3,5,5,5,5,0.777777778,1.184285738,2123.311547,5
BA21364-IK'DT-2130,2130,MD,2,24,E139,TZEEIOR 486 X TZEEIOR 197,53,54,1,154.2,74.8,2,6,5,6,5,0.555555556,1.041392685,1532.026144,5
BA21364-IK'DT-2131,2131,MD,2,24,E137,TZEEIOR 349 XTZEEIOR 197,52,53,1,155.4,75,3,6,5,6,5,0.647058824,1.003930294,1921.568627,6
BA21364-IK'DT-2132,2132,MD,2,24,E128,TZEEIOR 205 X TZEEIOR 197 ,52,54,2,170.8,86.6,3,5,5,5,5,0.777777778,0,2295.424837,5
BA21364-IK'DT-2133,2133,MD,2,24,E117,TZEEIOR 515 X TZEEIOR 197 ,51,52,1,162.2,76.6,2,6,6,6,6,0.555555556,1.041392685,1573.899782,6
BA21364-IK'DT-2134,2134,MD,2,24,E90,TZEEIOR 500 X TZEEIOR 249,46,45,1,172,83,3,3,3,3,3,1,0,4669.281046,5
BA21364-IK'DT-2135,2135,MD,2,24,E116,TZEEIOR 290 X TZEEIOR 197,49,50,1,170.2,80.8,3,5,4,5,4,0.944444444,0,2744.095861,5
