PlotName,Plot-No,ENV,Rep,Blk,Entry,Pedigree,DA,DS,ASI,PHT,EHT,RL,SL,HCV,PASP,EASP,EPP,EAROT  ,GY,STGC
BA21364-IK'DT-2136,2136,MD,2,24,E127,TZEEIOR 202 X TZEEIOR 197,51,52,1,176.6,79.8,3,6,5,6,5,0.777777778,1.350801612,2099.346405,4
BA21364-IK'DT-2137,2137,MD,2,24,E159,TZEEIOR 540 X TZEEIOR 30,49,49,0,170.8,77.4,2,3,3,3,3,1.066666667,1.2955671,4165.141612,5
BA21364-IK'DT-2138,2138,MD,2,24,E47,TZEEIOR 479 X TZEEIOR 97,48,48,0,172,91.2,3,4,4,4,4,0.9375,1.156347201,3663.398693,5
BA21364-IK'DT-2139,2139,MD,2,24,E189,TZEEIOR 197 X TZEEIOR 249,50,51,1,164,77.6,4,5,5,5,5,0.888888889,1.130333768,2455.555556,5
BA21364-IK'DT-2140,2140,MD,2,24,E115,TZEEIOR 365 X TZEEIOR 197,50,52,2,150,77.4,2,6,5,6,5,0.777777778,0,2111.328976,6
BA21364-IK'DT-2141,2141,MD,2,25,E20,TZEEIOR 205 X TZEEIOR  9 A ,50,52,2,149.6,84.6,5,6,5,6,5,0.722222222,1.214436251,1554.684096,7
BA21364-IK'DT-2142,2142,MD,2,25,E65,TZEEIOR 349 XTZEEIOR 97,52,53,1,151.6,83.6,5,6,5,6,5,0.555555556,1.322219295,1917.211329,6
BA21364-IK'DT-2143,2143,MD,2,25,E131,TZEEIOR 41 X TZEEEIOR 197,50,52,2,163.4,67,2,5,5,5,5,0.722222222,0,2266.666667,6
BA21364-IK'DT-2144,2144,MD,2,25,E12,TZEEIOR 513 X TZEEIOR  9 A,48,48,0,145.2,70.4,3,5,5,5,5,0.888888889,0.860338007,1971.67756,7
BA21364-IK'DT-2145,2145,MD,2,25,E114,TZEEIOR 289 X TZEEIOR 197,49,49,0,161.2,80.4,3,4,4,4,4,1,0,3266.666667,5
BA21364-IK'DT-2146,2146,MD,2,25,E61,TZEEIOR 209 X TZEEIOR 97,53,54,1,173.6,97,5,5,5,5,5,0.777777778,1.184285738,2147.276688,6
BA21364-IK'DT-2147,2147,MD,2,25,E75,TZEEIOR 314 X TZEEIOR 249,45,45,0,162.4,70.4,5,4,3,4,3,0.944444444,0,3917.211329,5
BA21364-IK'DT-2148,2148,MD,2,25,E160,TZEEIOR 548 X TZEEIOR 30,53,54,1,142,62.2,2,6,5,6,5,0.722222222,0,1745.098039,6
BA21364-IK'DT-2149,2149,MD,2,25,E195,CHECK 5 - TZEEIOR 12 x TZEEIOR 223,51,52,1,151.6,79.8,3,3,5,3,5,0.611111111,0,1912.854031,5
BA21364-IK'DT-2150,2150,MD,2,25,E170,TZEEIOR 209 X TZEEIOR 30,53,54,1,151,69.8,3,6,5,6,5,0.888888889,0.860338007,1869.281046,4
BA21364-IK'DT-2151,2151,MD,2,25,E53,TZEEIOR 542 TZEEIOR 97 ,53,53,0,144,76.8,5,5,5,5,5,0.611111111,0,2435.729847,5
BA21364-IK'DT-2152,2152,MD,2,25,E118,TZEEIOR 458 X TZEEIOR 197,48,48,0,173.4,75.6,2,3,4,3,4,0.888888889,0,3655.119826,4
BA21364-IK'DT-2153,2153,MD,2,25,E152,TZEEIOR 305  X TZEEIOR 30,51,51,0,152.8,76.2,1,6,5,6,5,0.777777778,0,2295.424837,7
BA21364-IK'DT-2154,2154,MD,2,25,E171,TZEEIOR 221 X TZEEIOR 30 ,51,52,1,161.2,77.4,3,6,5,6,5,0.5,1.083183988,1749.019608,6
BA21364-IK'DT-2155,2155,MD,2,26,E95,TZEEIOR 41 X TZEEEIOR 249,51,53,2,162.4,76,2,6,6,6,6,0.5,1.083183988,769.4989107,6
BA21364-IK'DT-2156,2156,MD,2,26,E167,TZEEIOR 28 X TZEEIOR 30,54,56,2,151,61.2,5,7,7,7,7,0.166666667,0,572.5490196,7
BA21364-IK'DT-2157,2157,MD,2,26,E26,TZEEIOR 221 X TZEEIOR  9 A ,52,54,2,135,68,4,7,6,7,6,0.444444444,0,579.0849673,7
BA21364-IK'DT-2158,2158,MD,2,26,E27,TZEEIOR 142 X TZEEIOR  9 A,49,50,1,155.2,72.2,4,4,4,4,4,0.888888889,1.130333768,2329.411765,5
BA21364-IK'DT-2159,2159,MD,2,26,E69,TZEEIOR 525 X TZEEIOR 97,53,54,1,129.6,67.2,5,7,6,7,6,0.529411765,0,1152.941176,7
BA21364-IK'DT-2160,2160,MD,2,26,E16,TZEEIOR 523 X TZEEIOR  9 A,49,50,1,128.2,60,4,5,6,5,6,0.833333333,0,1176.470588,6
BA21364-IK'DT-2161,2161,MD,2,26,E44,TZEEIOR 290 X TZEEIOR 97,52,53,1,149.2,70.4,5,5,6,5,6,0.823529412,1.184285738,1729.411765,6
BA21364-IK'DT-2162,2162,MD,2,26,E51,TZEEIOR 548 X TZEEIOR 97,53,54,1,147.6,78,3,7,6,7,6,0.555555556,1.322219295,1150.326797,6
BA21364-IK'DT-2163,2163,MD,2,26,E165,TZEEIOR 205 X TZEEIOR 30 ,50,51,1,164.6,92.6,2,5,5,5,5,0.764705882,0,2111.328976,6
BA21364-IK'DT-2164,2164,MD,2,26,E66,TZEEIOR 536 X TZEEIOR 97,50,50,0,158.6,99.2,3,5,5,5,5,0.777777778,1.184285738,2140.087146,6
BA21364-IK'DT-2165,2165,MD,2,26,E13,TZEEIOR 509 X TZEEIOR  9 A,49,49,0,149.2,85.2,5,5,6,5,6,0.722222222,0.939135091,1756.862745,8
BA21364-IK'DT-2166,2166,MD,2,26,E8,TZEEIOR 290 X TZEEIOR  9 A,50,51,1,148.2,77.6,5,6,6,6,6,0.722222222,1.381600985,1372.54902,6
BA21364-IK'DT-2167,2167,MD,2,26,E42,TZEEIOR 289 X TZEEIOR 97,50,49,1,168.4,84.4,5,4,4,4,4,0.944444444,1.270610341,3314.814815,3
BA21364-IK'DT-2168,2168,MD,2,26,E86,TZEEIOR 540 X TZEEIOR 249,47,47,0,196.6,91.6,5,,4,,4,1,1.083183988,3123.311547,5
BA21364-IK'DT-2169,2169,MD,2,27,E163,TZEEIOR 500 X TZEEIOR 30,47,47,0,164,79,5,3,4,3,4,1,0,3337.037037,5
BA21364-IK'DT-2170,2170,MD,2,27,E166,TZEEIOR 24 X TZEEIOR 30 ,53,54,1,166.4,72.6,5,6,6,6,6,0.277777778,0,775.5991285,6
BA21364-IK'DT-2171,2171,MD,2,27,E125,TZEEIOR 542 TZEEIOR 197 ,50,50,0,187.2,87.4,3,4,4,4,4,1,0,3494.117647,5
BA21364-IK'DT-2172,2172,MD,2,27,E126,TZEEIOR 500 X TZEEIOR 197,47,47,0,177.2,87.6,3,4,5,4,5,0.666666667,0,2711.546841,5
BA21364-IK'DT-2173,2173,MD,2,27,E108,TZEEIOR 305 X TZEEIOR 249,47,47,0,163.2,71.2,4,4,4,4,4,1,0,3303.703704,5
BA21364-IK'DT-2174,2174,MD,2,27,E161,TZEEIOR 523 X TZEEIOR 30,48,48,0,167.6,79.8,3,4,5,4,5,1,0,3091.938998,5
BA21364-IK'DT-2175,2175,MD,2,27,E38,TZEEIOR 321 X TZEEIOR 97,50,50,0,160,88.4,5,6,5,6,5,0.611111111,0,1936.819172,5
BA21364-IK'DT-2176,2176,MD,2,27,E68,TZEEIOR 526 X TZEEIOR 97,50,49,1,164.2,83.6,4,4,4,4,4,0.666666667,0,3105.882353,6
BA21364-IK'DT-2177,2177,MD,2,27,E19,TZEEIOR 202 X TZEEIOR  9 A,50,50,0,174.4,81.8,3,4,4,4,4,1,0,2738.997821,4
BA21364-IK'DT-2178,2178,MD,2,27,E109,TZEEIOR 346 X TZEEIOR 197,50,50,0,165.6,78.2,3,3,4,3,4,0.777777778,0,2908.496732,4
BA21364-IK'DT-2179,2179,MD,2,27,E81,TZEEIOR 515 X TZEEIOR 249 ,48,48,0,175,77.4,4,4,5,4,5,0.777777778,0,2915.03268,5
BA21364-IK'DT-2180,2180,MD,2,27,E22,TZEEIOR 28 X TZEEIOR  9 A,48,48,0,159.2,71.6,5,4,4,4,4,0.944444444,1.270610341,3140.740741,4
BA21364-IK'DT-2181,2181,MD,2,27,E1,TZEEIOR 346 X TZEEIOR  9 A,49,49,0,143.6,74,3,5,5,5,5,0.888888889,1.130333768,2543.35512,5
BA21364-IK'DT-2182,2182,MD,2,27,E104,TZEEIOR 526 X TZEEIOR 249,50,50,0,140,64.4,2,5,5,5,5,0.833333333,0,2132.897603,4
BA21364-IK'DT-2183,2183,MD,2,28,E105,TZEEIOR 525 X TZEEIOR 249,51,51,0,129.2,66.2,5,6,5,6,5,0.588235294,0,1552.941176,5
BA21364-IK'DT-2184,2184,MD,2,28,E85,TZEEIOR 509 X TZEEIOR 249,48,48,0,151.8,72.8,5,5,6,5,6,0.833333333,0,2492.374728,6
BA21364-IK'DT-2185,2185,MD,2,28,E178,TZEEIOR 525 X TZEEIOR 30,48,48,0,160.2,63.8,3,4,4,4,4,1,0,4414.59695,3
BA21364-IK'DT-2186,2186,MD,2,28,E58,TZEEIOR 28 X TZEEIOR 97,53,54,1,181.6,82.8,3,5,5,5,5,0.444444444,1.414973348,1703.921569,5
BA21364-IK'DT-2187,2187,MD,2,28,E135,TZEEIOR 142 X TZEEIOR 197,50,50,0,190,87.6,2,3,3,3,3,1,1.459057255,3795.206972,3
BA21364-IK'DT-2188,2188,MD,2,28,E110,TZEEIOR 321 X TZEEIOR 197,48,48,0,179,88,2,3,3,3,3,1,1.459057255,4053.594771,4
BA21364-IK'DT-2189,2189,MD,2,28,E192,CHECK 2 - TZEEI 79 x TZEEI 82,44,44,0,182.8,85.2,3,3,4,3,4,1,1.53571597,3899.782135,7
BA21364-IK'DT-2190,2190,MD,2,28,E145,TZEEIOR 346 X TZEEIOR 30,52,52,0,149.2,66,2,5,6,5,6,0.722222222,1.502006699,1921.568627,4
BA21364-IK'DT-2191,2191,MD,2,28,E173,TZEEIOR 381 X TZEEIOR 30,52,52,0,159.2,77.4,2,4,5,4,5,0.611111111,0,2486.71024,4
BA21364-IK'DT-2192,2192,MD,2,28,E74,TZEEIOR 321 X TZEEIOR 249,50,50,0,157.4,66,3,4,5,4,5,0.944444444,1.270610341,2321.568627,3
BA21364-IK'DT-2193,2193,MD,2,28,E91,TZEEIOR 202 X TZEEIOR 249,53,54,1,175.8,79.4,3,4,5,4,5,0.611111111,0,1904.139434,3
BA21364-IK'DT-2194,2194,MD,2,28,E179,TZEEIOR 510 X TZEEIOR 30,52,53,1,159.4,72.6,1,4,4,4,4,0.833333333,1.322219295,2888.888889,3
BA21364-IK'DT-2195,2195,MD,2,28,E18,TZEEIOR 500 X TZEEIOR  9 A,48,48,0,139.6,68.8,5,4,5,4,5,0.777777778,1.350801612,2149.673203,7
BA21364-IK'DT-2196,2196,MD,2,28,E151,TZEEIOR 365 X TZEEIOR 30,52,52,0,146,74.2,3,4,5,4,5,0.611111111,0,1932.461874,6
