Isolate Code,Rep,Hours,Diameter growth
Osogbo 74 (Fusarium verticillioides),3,132,2.9
Osogbo 74 (Fusarium verticillioides),4,132,3.1
Osogbo 92 (Fusarium verticillioides),1,132,2.7
Osogbo 92 (Fusarium verticillioides),2,132,2.8
Osogbo 92 (Fusarium verticillioides),3,132,2.7
Osogbo 92 (Fusarium verticillioides),4,132,2.7
Osogbo 90 (Fusarium oxysporom),1,132,3.6
Osogbo 90 (Fusarium oxysporom),2,132,3.7
Osogbo 90 (Fusarium oxysporom),3,132,3.7
Osogbo 90 (Fusarium oxysporom),4,132,3.6
A 19 (Fusarium solani),1,132,4.5
A 19 (Fusarium solani),2,132,4.5
A 19 (Fusarium solani),3,132,4.6
A 19 (Fusarium solani),4,132,4.6
B 29 (Fusarium solani),1,132,4.5
B 29 (Fusarium solani),2,132,4.5
B 29 (Fusarium solani),3,132,4.6
B 29 (Fusarium solani),4,132,4.7
A 15 (Fusarium sporotrichioides),1,132,3.2
A 15 (Fusarium sporotrichioides),2,132,3.1
A 15 (Fusarium sporotrichioides),3,132,3.2
A 15 (Fusarium sporotrichioides),4,132,3.1
B 18 (Fusarium oxsporum),1,132,4
B 18 (Fusarium oxsporum),2,132,4.2
B 18 (Fusarium oxsporum),3,132,4.1
B 18 (Fusarium oxsporum),4,132,4.1
A 41 (Fusarium oxysporum),1,132,3.5
A 41 (Fusarium oxysporum),2,132,3.4
A 41 (Fusarium oxysporum),3,132,3.2
A 41 (Fusarium oxysporum),4,132,3.3
A 29 (Fusarium verticillioides),1,132,2.8
A 29 (Fusarium verticillioides),2,132,2.8
A 29 (Fusarium verticillioides),3,132,2.8
A 29 (Fusarium verticillioides),4,132,2.9
FUS-HR-NIS 52 (Fusarium oxysporum),1,132,4
FUS-HR-NIS 52 (Fusarium oxysporum),2,132,3.9
FUS-HR-NIS 52 (Fusarium oxysporum),3,132,4
FUS-HR-NIS 52 (Fusarium oxysporum),4,132,4.1
FUS-HR-NIS 38 (Fusarium solani),1,132,3.1
FUS-HR-NIS 38 (Fusarium solani),2,132,3
FUS-HR-NIS 38 (Fusarium solani),3,132,3
FUS-HR-NIS 38 (Fusarium solani),4,132,3
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,132,3.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,132,3.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,132,3.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,132,3.5
FUS-SV-NIS 90 (Fusarium solani),1,132,3.5
FUS-SV-NIS 90 (Fusarium solani),2,132,3.6
FUS-SV-NIS 90 (Fusarium solani),3,132,3.5
FUS-SV-NIS 90 (Fusarium solani),4,132,3.5
FUS-SV-NIS 96 (Fusarium oxysporum),1,132,3.8
FUS-SV-NIS 96 (Fusarium oxysporum),2,132,3.9
FUS-SV-NIS 96 (Fusarium oxysporum),3,132,3.9
FUS-SV-NIS 96 (Fusarium oxysporum),4,132,3.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,132,3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,132,2.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,132,3
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,132,3
CCF 104 (Fusarium equesti),1,144,3.9
CCF 104 (Fusarium equesti),2,144,3.9
CCF 104 (Fusarium equesti),3,144,4
CCF 104 (Fusarium equesti),4,144,4
A 33 (Fusarium oxysporum),1,144,5.3
A 33 (Fusarium oxysporum),2,144,5.4
A 33 (Fusarium oxysporum),3,144,5.5
A 33 (Fusarium oxysporum),4,144,5.5
B 15 (Fusarium solani),1,144,4.9
B 15 (Fusarium solani),2,144,4.7
B 15 (Fusarium solani),3,144,4.9
B 15 (Fusarium solani),4,144,4.8
C 2 (Fusarium solani),1,144,3.6
C 2 (Fusarium solani),2,144,3.6
C 2 (Fusarium solani),3,144,3.6
C 2 (Fusarium solani),4,144,3.6
Osogbo 77 (Fusarium oxysporum),1,144,4
Osogbo 77 (Fusarium oxysporum),2,144,4
Osogbo 77 (Fusarium oxysporum),3,144,4.2
Osogbo 77 (Fusarium oxysporum),4,144,4.1
Osogbo 81 (Fusarium oxysporum),1,144,3.6
Osogbo 81 (Fusarium oxysporum),2,144,3.8
Osogbo 81 (Fusarium oxysporum),3,144,3.8
Osogbo 81 (Fusarium oxysporum),4,144,3.8
Osogbo 79 (Fusarium oxysporum),1,144,3.6
Osogbo 79 (Fusarium oxysporum),2,144,3.7
Osogbo 79 (Fusarium oxysporum),3,144,3.5
Osogbo 79 (Fusarium oxysporum),4,144,3.7
Osogbo 85 (Fusarium oxysporum),1,144,3.1
Osogbo 85 (Fusarium oxysporum),2,144,3
Osogbo 85 (Fusarium oxysporum),3,144,2.9
Osogbo 85 (Fusarium oxysporum),4,144,3
Osogbo 89 (Fusarium solani),1,144,3
Osogbo 89 (Fusarium solani),2,144,3
Osogbo 89 (Fusarium solani),3,144,2.9
Osogbo 89 (Fusarium solani),4,144,3.1
Osogbo 84 (Fusarium verticillioides),1,144,3
Osogbo 84 (Fusarium verticillioides),2,144,3.1
Osogbo 84 (Fusarium verticillioides),3,144,3
Osogbo 84 (Fusarium verticillioides),4,144,3.1
Osogbo 74 (Fusarium verticillioides),1,144,3.1
Osogbo 74 (Fusarium verticillioides),2,144,3.1
Osogbo 74 (Fusarium verticillioides),3,144,3.1
Osogbo 74 (Fusarium verticillioides),4,144,3.3
Osogbo 92 (Fusarium verticillioides),1,144,2.9
Osogbo 92 (Fusarium verticillioides),2,144,3
Osogbo 92 (Fusarium verticillioides),3,144,2.9
Osogbo 92 (Fusarium verticillioides),4,144,2.9
Osogbo 90 (Fusarium oxysporom),1,144,3.9
Osogbo 90 (Fusarium oxysporom),2,144,4
Osogbo 90 (Fusarium oxysporom),3,144,4
Osogbo 90 (Fusarium oxysporom),4,144,3.9
A 19 (Fusarium solani),1,144,4.9
A 19 (Fusarium solani),2,144,4.9
A 19 (Fusarium solani),3,144,5
A 19 (Fusarium solani),4,144,4.9
B 29 (Fusarium solani),1,144,4.8
B 29 (Fusarium solani),2,144,4.8
B 29 (Fusarium solani),3,144,4.7
B 29 (Fusarium solani),4,144,4.9
A 15 (Fusarium sporotrichioides),1,144,3.5
A 15 (Fusarium sporotrichioides),2,144,3.5
A 15 (Fusarium sporotrichioides),3,144,3.5
A 15 (Fusarium sporotrichioides),4,144,3.5
B 18 (Fusarium oxsporum),1,144,4.3
B 18 (Fusarium oxsporum),2,144,4.5
B 18 (Fusarium oxsporum),3,144,4.5
B 18 (Fusarium oxsporum),4,144,4.3
A 41 (Fusarium oxysporum),1,144,3.8
A 41 (Fusarium oxysporum),2,144,3.8
A 41 (Fusarium oxysporum),3,144,3.6
A 41 (Fusarium oxysporum),4,144,3.6
A 29 (Fusarium verticillioides),1,144,3
A 29 (Fusarium verticillioides),2,144,3
A 29 (Fusarium verticillioides),3,144,3
A 29 (Fusarium verticillioides),4,144,3.1
FUS-HR-NIS 52 (Fusarium oxysporum),1,144,4.5
FUS-HR-NIS 52 (Fusarium oxysporum),2,144,4.5
FUS-HR-NIS 52 (Fusarium oxysporum),3,144,4.5
FUS-HR-NIS 52 (Fusarium oxysporum),4,144,4.6
FUS-HR-NIS 38 (Fusarium solani),1,144,3.3
FUS-HR-NIS 38 (Fusarium solani),2,144,3.4
FUS-HR-NIS 38 (Fusarium solani),3,144,3.3
FUS-HR-NIS 38 (Fusarium solani),4,144,3.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,144,3.7
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,144,3.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,144,3.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,144,3.9
FUS-SV-NIS 90 (Fusarium solani),1,144,3.9
FUS-SV-NIS 90 (Fusarium solani),2,144,3.9
FUS-SV-NIS 90 (Fusarium solani),3,144,3.8
FUS-SV-NIS 90 (Fusarium solani),4,144,3.7
FUS-SV-NIS 96 (Fusarium oxysporum),1,144,4.2
FUS-SV-NIS 96 (Fusarium oxysporum),2,144,4.4
FUS-SV-NIS 96 (Fusarium oxysporum),3,144,4.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,144,4.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,144,3.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,144,3.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,144,3.4
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,144,3.4
CCF 104 (Fusarium equesti),1,156,4.2
CCF 104 (Fusarium equesti),2,156,4.2
CCF 104 (Fusarium equesti),3,156,4.3
CCF 104 (Fusarium equesti),4,156,4.3
A 33 (Fusarium oxysporum),1,156,5.7
A 33 (Fusarium oxysporum),2,156,5.8
A 33 (Fusarium oxysporum),3,156,5.9
A 33 (Fusarium oxysporum),4,156,5.9
B 15 (Fusarium solani),1,156,5.4
B 15 (Fusarium solani),2,156,5.2
B 15 (Fusarium solani),3,156,5.4
B 15 (Fusarium solani),4,156,5.4
C 2 (Fusarium solani),1,156,4
C 2 (Fusarium solani),2,156,4
C 2 (Fusarium solani),3,156,4.1
C 2 (Fusarium solani),4,156,4
Osogbo 77 (Fusarium oxysporum),1,156,4.3
Osogbo 77 (Fusarium oxysporum),2,156,4.3
Osogbo 77 (Fusarium oxysporum),3,156,4.4
Osogbo 77 (Fusarium oxysporum),4,156,4.4
Osogbo 81 (Fusarium oxysporum),1,156,3.9
Osogbo 81 (Fusarium oxysporum),2,156,4.1
Osogbo 81 (Fusarium oxysporum),3,156,4.1
Osogbo 81 (Fusarium oxysporum),4,156,4.1
Osogbo 79 (Fusarium oxysporum),1,156,4
Osogbo 79 (Fusarium oxysporum),2,156,3.9
Osogbo 79 (Fusarium oxysporum),3,156,3.8
Osogbo 79 (Fusarium oxysporum),4,156,3.9
Osogbo 85 (Fusarium oxysporum),1,156,3.3
Osogbo 85 (Fusarium oxysporum),2,156,3.2
Osogbo 85 (Fusarium oxysporum),3,156,3.1
Osogbo 85 (Fusarium oxysporum),4,156,3.2
Osogbo 89 (Fusarium solani),1,156,3.2
Osogbo 89 (Fusarium solani),2,156,3.2
Osogbo 89 (Fusarium solani),3,156,3.1
Osogbo 89 (Fusarium solani),4,156,3.3
Osogbo 84 (Fusarium verticillioides),1,156,3.2
Osogbo 84 (Fusarium verticillioides),2,156,3.3
Osogbo 84 (Fusarium verticillioides),3,156,3.2
Osogbo 84 (Fusarium verticillioides),4,156,3.3
Osogbo 74 (Fusarium verticillioides),1,156,3.3
Osogbo 74 (Fusarium verticillioides),2,156,3.3
Osogbo 74 (Fusarium verticillioides),3,156,3.3
Osogbo 74 (Fusarium verticillioides),4,156,3.5
Osogbo 92 (Fusarium verticillioides),1,156,3.1
Osogbo 92 (Fusarium verticillioides),2,156,3.2
Osogbo 92 (Fusarium verticillioides),3,156,3.1
Osogbo 92 (Fusarium verticillioides),4,156,3.1
Osogbo 90 (Fusarium oxysporom),1,156,4.2
Osogbo 90 (Fusarium oxysporom),2,156,4.3
Osogbo 90 (Fusarium oxysporom),3,156,4.3
Osogbo 90 (Fusarium oxysporom),4,156,4.2
A 19 (Fusarium solani),1,156,5.5
A 19 (Fusarium solani),2,156,5.6
A 19 (Fusarium solani),3,156,5.6
A 19 (Fusarium solani),4,156,5.6
B 29 (Fusarium solani),1,156,5.4
B 29 (Fusarium solani),2,156,5.6
B 29 (Fusarium solani),3,156,5.4
B 29 (Fusarium solani),4,156,5.5
A 15 (Fusarium sporotrichioides),1,156,3.7
A 15 (Fusarium sporotrichioides),2,156,3.7
A 15 (Fusarium sporotrichioides),3,156,3.7
A 15 (Fusarium sporotrichioides),4,156,3.7
B 18 (Fusarium oxsporum),1,156,4.5
B 18 (Fusarium oxsporum),2,156,4.7
B 18 (Fusarium oxsporum),3,156,4.7
B 18 (Fusarium oxsporum),4,156,4.5
A 41 (Fusarium oxysporum),1,156,4
A 41 (Fusarium oxysporum),2,156,4
A 41 (Fusarium oxysporum),3,156,3.8
A 41 (Fusarium oxysporum),4,156,3.8
A 29 (Fusarium verticillioides),1,156,3.2
A 29 (Fusarium verticillioides),2,156,3.2
A 29 (Fusarium verticillioides),3,156,3.2
A 29 (Fusarium verticillioides),4,156,3.3
FUS-HR-NIS 52 (Fusarium oxysporum),1,156,4.9
FUS-HR-NIS 52 (Fusarium oxysporum),2,156,5
FUS-HR-NIS 52 (Fusarium oxysporum),3,156,4.9
FUS-HR-NIS 52 (Fusarium oxysporum),4,156,5
FUS-HR-NIS 38 (Fusarium solani),1,156,3.5
FUS-HR-NIS 38 (Fusarium solani),2,156,3.6
FUS-HR-NIS 38 (Fusarium solani),3,156,3.6
FUS-HR-NIS 38 (Fusarium solani),4,156,3.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,156,4.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,156,4.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,156,4.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,156,4.2
FUS-SV-NIS 90 (Fusarium solani),1,156,4.1
FUS-SV-NIS 90 (Fusarium solani),2,156,4.1
FUS-SV-NIS 90 (Fusarium solani),3,156,4
FUS-SV-NIS 90 (Fusarium solani),4,156,3.9
FUS-SV-NIS 96 (Fusarium oxysporum),1,156,4.6
FUS-SV-NIS 96 (Fusarium oxysporum),2,156,4.8
FUS-SV-NIS 96 (Fusarium oxysporum),3,156,4.9
FUS-SV-NIS 96 (Fusarium oxysporum),4,156,4.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,156,3.6
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,156,3.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,156,3.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,156,3.7
CCF 104 (Fusarium equesti),1,168,4.5
CCF 104 (Fusarium equesti),2,168,4.5
CCF 104 (Fusarium equesti),3,168,4.6
CCF 104 (Fusarium equesti),4,168,4.6
A 33 (Fusarium oxysporum),1,168,6
A 33 (Fusarium oxysporum),2,168,6.1
A 33 (Fusarium oxysporum),3,168,6.2
A 33 (Fusarium oxysporum),4,168,6.2
B 15 (Fusarium solani),1,168,5.9
B 15 (Fusarium solani),2,168,5.8
B 15 (Fusarium solani),3,168,5.9
B 15 (Fusarium solani),4,168,6
C 2 (Fusarium solani),1,168,4.4
C 2 (Fusarium solani),2,168,4.4
C 2 (Fusarium solani),3,168,4.5
C 2 (Fusarium solani),4,168,4.4
Osogbo 77 (Fusarium oxysporum),1,168,4.6
Osogbo 77 (Fusarium oxysporum),2,168,4.6
Osogbo 77 (Fusarium oxysporum),3,168,4.6
Osogbo 77 (Fusarium oxysporum),4,168,4.7
Osogbo 81 (Fusarium oxysporum),1,168,4.2
Osogbo 81 (Fusarium oxysporum),2,168,4.4
Osogbo 81 (Fusarium oxysporum),3,168,4.4
Osogbo 81 (Fusarium oxysporum),4,168,4.4
Osogbo 79 (Fusarium oxysporum),1,168,4.2
Osogbo 79 (Fusarium oxysporum),2,168,4.1
Osogbo 79 (Fusarium oxysporum),3,168,4.1
Osogbo 79 (Fusarium oxysporum),4,168,4.2
Osogbo 85 (Fusarium oxysporum),1,168,3.5
Osogbo 85 (Fusarium oxysporum),2,168,3.4
Osogbo 85 (Fusarium oxysporum),3,168,3.3
Osogbo 85 (Fusarium oxysporum),4,168,3.4
Osogbo 89 (Fusarium solani),1,168,3.4
Osogbo 89 (Fusarium solani),2,168,3.4
Osogbo 89 (Fusarium solani),3,168,3.3
Osogbo 89 (Fusarium solani),4,168,3.5
Osogbo 84 (Fusarium verticillioides),1,168,3.4
Osogbo 84 (Fusarium verticillioides),2,168,3.5
Osogbo 84 (Fusarium verticillioides),3,168,3.4
Osogbo 84 (Fusarium verticillioides),4,168,3.5
Osogbo 74 (Fusarium verticillioides),1,168,3.5
Osogbo 74 (Fusarium verticillioides),2,168,3.5
Osogbo 74 (Fusarium verticillioides),3,168,3.5
Osogbo 74 (Fusarium verticillioides),4,168,3.7
Osogbo 92 (Fusarium verticillioides),1,168,3.3
Osogbo 92 (Fusarium verticillioides),2,168,3.4
Osogbo 92 (Fusarium verticillioides),3,168,3.3
Osogbo 92 (Fusarium verticillioides),4,168,3.3
Osogbo 90 (Fusarium oxysporom),1,168,4.4
Osogbo 90 (Fusarium oxysporom),2,168,4.6
Osogbo 90 (Fusarium oxysporom),3,168,4.6
Osogbo 90 (Fusarium oxysporom),4,168,4.5
A 19 (Fusarium solani),1,168,5.9
A 19 (Fusarium solani),2,168,6
A 19 (Fusarium solani),3,168,6
A 19 (Fusarium solani),4,168,5.9
B 29 (Fusarium solani),1,168,6.4
B 29 (Fusarium solani),2,168,6.7
B 29 (Fusarium solani),3,168,6.3
B 29 (Fusarium solani),4,168,6.5
A 15 (Fusarium sporotrichioides),1,168,3.9
A 15 (Fusarium sporotrichioides),2,168,3.9
A 15 (Fusarium sporotrichioides),3,168,3.9
A 15 (Fusarium sporotrichioides),4,168,3.9
B 18 (Fusarium oxsporum),1,168,4.7
B 18 (Fusarium oxsporum),2,168,4.9
B 18 (Fusarium oxsporum),3,168,4.9
B 18 (Fusarium oxsporum),4,168,4.7
A 41 (Fusarium oxysporum),1,168,4.2
A 41 (Fusarium oxysporum),2,168,4.2
A 41 (Fusarium oxysporum),3,168,4
A 41 (Fusarium oxysporum),4,168,4
A 29 (Fusarium verticillioides),1,168,3.4
A 29 (Fusarium verticillioides),2,168,3.4
A 29 (Fusarium verticillioides),3,168,3.4
A 29 (Fusarium verticillioides),4,168,3.5
FUS-HR-NIS 52 (Fusarium oxysporum),1,168,5.3
FUS-HR-NIS 52 (Fusarium oxysporum),2,168,5.6
FUS-HR-NIS 52 (Fusarium oxysporum),3,168,5.4
FUS-HR-NIS 52 (Fusarium oxysporum),4,168,5.5
FUS-HR-NIS 38 (Fusarium solani),1,168,3.8
FUS-HR-NIS 38 (Fusarium solani),2,168,4
FUS-HR-NIS 38 (Fusarium solani),3,168,3.9
FUS-HR-NIS 38 (Fusarium solani),4,168,3.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,168,4.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,168,4.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,168,4.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,168,4.6
FUS-SV-NIS 90 (Fusarium solani),1,168,4.4
FUS-SV-NIS 90 (Fusarium solani),2,168,4.6
FUS-SV-NIS 90 (Fusarium solani),3,168,4.4
FUS-SV-NIS 90 (Fusarium solani),4,168,4.2
FUS-SV-NIS 96 (Fusarium oxysporum),1,168,5
FUS-SV-NIS 96 (Fusarium oxysporum),2,168,5.3
FUS-SV-NIS 96 (Fusarium oxysporum),3,168,5.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,168,5.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,168,3.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,168,3.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,168,4.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,168,4
CCF 104 (Fusarium equesti),1,180,4.8
CCF 104 (Fusarium equesti),2,180,4.8
CCF 104 (Fusarium equesti),3,180,4.9
CCF 104 (Fusarium equesti),4,180,4.9
A 33 (Fusarium oxysporum),1,180,6.5
A 33 (Fusarium oxysporum),2,180,6.6
A 33 (Fusarium oxysporum),3,180,6.7
A 33 (Fusarium oxysporum),4,180,6.7
B 15 (Fusarium solani),1,180,6.3
B 15 (Fusarium solani),2,180,6.1
B 15 (Fusarium solani),3,180,6.3
B 15 (Fusarium solani),4,180,6.3
C 2 (Fusarium solani),1,180,4.8
C 2 (Fusarium solani),2,180,4.8
C 2 (Fusarium solani),3,180,4.9
C 2 (Fusarium solani),4,180,4.8
Osogbo 77 (Fusarium oxysporum),1,180,4.9
Osogbo 77 (Fusarium oxysporum),2,180,4.9
Osogbo 77 (Fusarium oxysporum),3,180,4.8
Osogbo 77 (Fusarium oxysporum),4,180,5
Osogbo 81 (Fusarium oxysporum),1,180,4.5
Osogbo 81 (Fusarium oxysporum),2,180,4.7
Osogbo 81 (Fusarium oxysporum),3,180,4.7
Osogbo 81 (Fusarium oxysporum),4,180,4.7
Osogbo 79 (Fusarium oxysporum),1,180,4.4
Osogbo 79 (Fusarium oxysporum),2,180,4.3
Osogbo 79 (Fusarium oxysporum),3,180,4.4
Osogbo 79 (Fusarium oxysporum),4,180,4.4
Osogbo 85 (Fusarium oxysporum),1,180,3.7
Osogbo 85 (Fusarium oxysporum),2,180,3.6
Osogbo 85 (Fusarium oxysporum),3,180,3.5
Osogbo 85 (Fusarium oxysporum),4,180,3.6
Osogbo 89 (Fusarium solani),1,180,3.6
Osogbo 89 (Fusarium solani),2,180,3.6
Osogbo 89 (Fusarium solani),3,180,3.5
Osogbo 89 (Fusarium solani),4,180,3.7
Osogbo 84 (Fusarium verticillioides),1,180,3.6
Osogbo 84 (Fusarium verticillioides),2,180,3.7
Osogbo 84 (Fusarium verticillioides),3,180,3.6
Osogbo 84 (Fusarium verticillioides),4,180,3.7
Osogbo 74 (Fusarium verticillioides),1,180,3.7
Osogbo 74 (Fusarium verticillioides),2,180,3.7
Osogbo 74 (Fusarium verticillioides),3,180,3.7
Osogbo 74 (Fusarium verticillioides),4,180,3.9
Osogbo 92 (Fusarium verticillioides),1,180,3.5
Osogbo 92 (Fusarium verticillioides),2,180,3.6
Osogbo 92 (Fusarium verticillioides),3,180,3.5
Osogbo 92 (Fusarium verticillioides),4,180,3.5
Osogbo 90 (Fusarium oxysporom),1,180,4.8
Osogbo 90 (Fusarium oxysporom),2,180,4.9
Osogbo 90 (Fusarium oxysporom),3,180,4.9
Osogbo 90 (Fusarium oxysporom),4,180,4.8
A 19 (Fusarium solani),1,180,6.2
A 19 (Fusarium solani),2,180,6.4
A 19 (Fusarium solani),3,180,6.4
A 19 (Fusarium solani),4,180,6.3
B 29 (Fusarium solani),1,180,6.8
B 29 (Fusarium solani),2,180,7.1
B 29 (Fusarium solani),3,180,6.6
B 29 (Fusarium solani),4,180,6.9
A 15 (Fusarium sporotrichioides),1,180,4.1
A 15 (Fusarium sporotrichioides),2,180,4.1
A 15 (Fusarium sporotrichioides),3,180,4.1
A 15 (Fusarium sporotrichioides),4,180,4.1
B 18 (Fusarium oxsporum),1,180,4.9
B 18 (Fusarium oxsporum),2,180,5.1
B 18 (Fusarium oxsporum),3,180,5.1
B 18 (Fusarium oxsporum),4,180,4.9
A 41 (Fusarium oxysporum),1,180,4.4
A 41 (Fusarium oxysporum),2,180,4.4
A 41 (Fusarium oxysporum),3,180,4.2
A 41 (Fusarium oxysporum),4,180,4.2
A 29 (Fusarium verticillioides),1,180,3.6
A 29 (Fusarium verticillioides),2,180,3.6
A 29 (Fusarium verticillioides),3,180,3.6
A 29 (Fusarium verticillioides),4,180,3.7
FUS-HR-NIS 52 (Fusarium oxysporum),1,180,5.5
FUS-HR-NIS 52 (Fusarium oxysporum),2,180,5.9
FUS-HR-NIS 52 (Fusarium oxysporum),3,180,5.7
FUS-HR-NIS 52 (Fusarium oxysporum),4,180,5.7
FUS-HR-NIS 38 (Fusarium solani),1,180,4
FUS-HR-NIS 38 (Fusarium solani),2,180,4.1
FUS-HR-NIS 38 (Fusarium solani),3,180,4.1
FUS-HR-NIS 38 (Fusarium solani),4,180,4.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,180,4.7
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,180,4.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,180,4.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,180,4.8
FUS-SV-NIS 90 (Fusarium solani),1,180,4.6
FUS-SV-NIS 90 (Fusarium solani),2,180,4.8
FUS-SV-NIS 90 (Fusarium solani),3,180,4.6
FUS-SV-NIS 90 (Fusarium solani),4,180,4.6
FUS-SV-NIS 96 (Fusarium oxysporum),1,180,5.4
FUS-SV-NIS 96 (Fusarium oxysporum),2,180,5.7
FUS-SV-NIS 96 (Fusarium oxysporum),3,180,5.9
FUS-SV-NIS 96 (Fusarium oxysporum),4,180,5.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,180,4.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,180,4.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,180,4.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,180,4.4
CCF 104 (Fusarium equesti),1,192,5.1
CCF 104 (Fusarium equesti),2,192,5.1
CCF 104 (Fusarium equesti),3,192,5.2
CCF 104 (Fusarium equesti),4,192,5.2
A 33 (Fusarium oxysporum),1,192,6.9
A 33 (Fusarium oxysporum),2,192,7
A 33 (Fusarium oxysporum),3,192,7.1
A 33 (Fusarium oxysporum),4,192,7.1
B 15 (Fusarium solani),1,192,6.8
B 15 (Fusarium solani),2,192,6.7
B 15 (Fusarium solani),3,192,6.8
B 15 (Fusarium solani),4,192,6.9
C 2 (Fusarium solani),1,192,5.2
C 2 (Fusarium solani),2,192,5.2
C 2 (Fusarium solani),3,192,5.3
C 2 (Fusarium solani),4,192,5.2
Osogbo 77 (Fusarium oxysporum),1,192,5.2
Osogbo 77 (Fusarium oxysporum),2,192,5.2
Osogbo 77 (Fusarium oxysporum),3,192,5
Osogbo 77 (Fusarium oxysporum),4,192,5.2
Osogbo 81 (Fusarium oxysporum),1,192,4.8
Osogbo 81 (Fusarium oxysporum),2,192,5
Osogbo 81 (Fusarium oxysporum),3,192,5
Osogbo 81 (Fusarium oxysporum),4,192,5
Osogbo 79 (Fusarium oxysporum),1,192,4.6
Osogbo 79 (Fusarium oxysporum),2,192,4.5
Osogbo 79 (Fusarium oxysporum),3,192,4.6
Osogbo 79 (Fusarium oxysporum),4,192,4.8
Osogbo 85 (Fusarium oxysporum),1,192,3.9
Osogbo 85 (Fusarium oxysporum),2,192,3.8
Osogbo 85 (Fusarium oxysporum),3,192,3.7
Osogbo 85 (Fusarium oxysporum),4,192,3.8
Osogbo 89 (Fusarium solani),1,192,3.8
Osogbo 89 (Fusarium solani),2,192,3.8
Osogbo 89 (Fusarium solani),3,192,3.7
Osogbo 89 (Fusarium solani),4,192,3.9
Osogbo 84 (Fusarium verticillioides),1,192,3.8
Osogbo 84 (Fusarium verticillioides),2,192,3.9
Osogbo 84 (Fusarium verticillioides),3,192,3.8
Osogbo 84 (Fusarium verticillioides),4,192,3.9
Osogbo 74 (Fusarium verticillioides),1,192,3.9
Osogbo 74 (Fusarium verticillioides),2,192,3.9
Osogbo 74 (Fusarium verticillioides),3,192,3.9
Osogbo 74 (Fusarium verticillioides),4,192,4.1
Osogbo 92 (Fusarium verticillioides),1,192,3.7
Osogbo 92 (Fusarium verticillioides),2,192,3.8
Osogbo 92 (Fusarium verticillioides),3,192,3.7
Osogbo 92 (Fusarium verticillioides),4,192,3.7
Osogbo 90 (Fusarium oxysporom),1,192,5.3
Osogbo 90 (Fusarium oxysporom),2,192,5.3
Osogbo 90 (Fusarium oxysporom),3,192,5.4
Osogbo 90 (Fusarium oxysporom),4,192,5.4
A 19 (Fusarium solani),1,192,6.6
A 19 (Fusarium solani),2,192,6.8
A 19 (Fusarium solani),3,192,6.7
A 19 (Fusarium solani),4,192,6.6
B 29 (Fusarium solani),1,192,7.1
B 29 (Fusarium solani),2,192,7.5
B 29 (Fusarium solani),3,192,7
B 29 (Fusarium solani),4,192,7.3
A 15 (Fusarium sporotrichioides),1,192,4.3
A 15 (Fusarium sporotrichioides),2,192,4.3
A 15 (Fusarium sporotrichioides),3,192,4.3
A 15 (Fusarium sporotrichioides),4,192,4.3
B 18 (Fusarium oxsporum),1,192,5.1
