Isolate Code,Rep,Hours,Diameter growth
Osogbo 81 (Fusarium oxysporum),2,72,2
Osogbo 81 (Fusarium oxysporum),3,72,2
Osogbo 81 (Fusarium oxysporum),4,72,2
Osogbo 79 (Fusarium oxysporum),1,72,1.9
Osogbo 79 (Fusarium oxysporum),2,72,1.9
Osogbo 79 (Fusarium oxysporum),3,72,1.9
Osogbo 79 (Fusarium oxysporum),4,72,2
Osogbo 85 (Fusarium oxysporum),1,72,1.9
Osogbo 85 (Fusarium oxysporum),2,72,1.8
Osogbo 85 (Fusarium oxysporum),3,72,1.7
Osogbo 85 (Fusarium oxysporum),4,72,1.8
Osogbo 89 (Fusarium solani),1,72,1.8
Osogbo 89 (Fusarium solani),2,72,1.8
Osogbo 89 (Fusarium solani),3,72,1.7
Osogbo 89 (Fusarium solani),4,72,1.9
Osogbo 84 (Fusarium verticillioides),1,72,1.8
Osogbo 84 (Fusarium verticillioides),2,72,1.9
Osogbo 84 (Fusarium verticillioides),3,72,1.8
Osogbo 84 (Fusarium verticillioides),4,72,1.9
Osogbo 74 (Fusarium verticillioides),1,72,1.9
Osogbo 74 (Fusarium verticillioides),2,72,1.9
Osogbo 74 (Fusarium verticillioides),3,72,1.9
Osogbo 74 (Fusarium verticillioides),4,72,2.1
Osogbo 92 (Fusarium verticillioides),1,72,1.7
Osogbo 92 (Fusarium verticillioides),2,72,1.8
Osogbo 92 (Fusarium verticillioides),3,72,1.7
Osogbo 92 (Fusarium verticillioides),4,72,1.7
Osogbo 90 (Fusarium oxysporom),1,72,2
Osogbo 90 (Fusarium oxysporom),2,72,2.1
Osogbo 90 (Fusarium oxysporom),3,72,2.3
Osogbo 90 (Fusarium oxysporom),4,72,2.3
A 19 (Fusarium solani),1,72,2.6
A 19 (Fusarium solani),2,72,2.5
A 19 (Fusarium solani),3,72,2.5
A 19 (Fusarium solani),4,72,2.5
B 29 (Fusarium solani),1,72,2.5
B 29 (Fusarium solani),2,72,2.4
B 29 (Fusarium solani),3,72,2.4
B 29 (Fusarium solani),4,72,2.5
A 15 (Fusarium sporotrichioides),1,72,2
A 15 (Fusarium sporotrichioides),2,72,1.8
A 15 (Fusarium sporotrichioides),3,72,1.9
A 15 (Fusarium sporotrichioides),4,72,1.9
B 18 (Fusarium oxsporum),1,72,2.1
B 18 (Fusarium oxsporum),2,72,2.2
B 18 (Fusarium oxsporum),3,72,2.3
B 18 (Fusarium oxsporum),4,72,2.1
A 41 (Fusarium oxysporum),1,72,2
A 41 (Fusarium oxysporum),2,72,2
A 41 (Fusarium oxysporum),3,72,1.7
A 41 (Fusarium oxysporum),4,72,1.9
A 29 (Fusarium verticillioides),1,72,1.8
A 29 (Fusarium verticillioides),2,72,1.8
A 29 (Fusarium verticillioides),3,72,1.7
A 29 (Fusarium verticillioides),4,72,1.8
FUS-HR-NIS 52 (Fusarium oxysporum),1,72,2.2
FUS-HR-NIS 52 (Fusarium oxysporum),2,72,2.4
FUS-HR-NIS 52 (Fusarium oxysporum),3,72,2.2
FUS-HR-NIS 52 (Fusarium oxysporum),4,72,2.2
FUS-HR-NIS 38 (Fusarium solani),1,72,1.7
FUS-HR-NIS 38 (Fusarium solani),2,72,1.6
FUS-HR-NIS 38 (Fusarium solani),3,72,1.7
FUS-HR-NIS 38 (Fusarium solani),4,72,2
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,72,2
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,72,1.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,72,1.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,72,2
FUS-SV-NIS 90 (Fusarium solani),1,72,2
FUS-SV-NIS 90 (Fusarium solani),2,72,2.1
FUS-SV-NIS 90 (Fusarium solani),3,72,2.1
FUS-SV-NIS 90 (Fusarium solani),4,72,2
FUS-SV-NIS 96 (Fusarium oxysporum),1,72,1.9
FUS-SV-NIS 96 (Fusarium oxysporum),2,72,1.9
FUS-SV-NIS 96 (Fusarium oxysporum),3,72,1.8
FUS-SV-NIS 96 (Fusarium oxysporum),4,72,1.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,72,1.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,72,1.6
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,72,1.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,72,1.7
CCF 104 (Fusarium equesti),1,84,2.4
CCF 104 (Fusarium equesti),2,84,2.4
CCF 104 (Fusarium equesti),3,84,2.5
CCF 104 (Fusarium equesti),4,84,2.5
A 33 (Fusarium oxysporum),1,84,3.3
A 33 (Fusarium oxysporum),2,84,3.2
A 33 (Fusarium oxysporum),3,84,3.3
A 33 (Fusarium oxysporum),4,84,3.2
B 15 (Fusarium solani),1,84,2.6
B 15 (Fusarium solani),2,84,2.1
B 15 (Fusarium solani),3,84,2.5
B 15 (Fusarium solani),4,84,2.6
C 2 (Fusarium solani),1,84,2.2
C 2 (Fusarium solani),2,84,2.2
C 2 (Fusarium solani),3,84,2
C 2 (Fusarium solani),4,84,2.1
Osogbo 77 (Fusarium oxysporum),1,84,2.4
Osogbo 77 (Fusarium oxysporum),2,84,2.4
Osogbo 77 (Fusarium oxysporum),3,84,2.3
Osogbo 77 (Fusarium oxysporum),4,84,2.4
Osogbo 81 (Fusarium oxysporum),1,84,2.1
Osogbo 81 (Fusarium oxysporum),2,84,2.3
Osogbo 81 (Fusarium oxysporum),3,84,2.3
Osogbo 81 (Fusarium oxysporum),4,84,2.3
Osogbo 79 (Fusarium oxysporum),1,84,2
Osogbo 79 (Fusarium oxysporum),2,84,2.1
Osogbo 79 (Fusarium oxysporum),3,84,2.1
Osogbo 79 (Fusarium oxysporum),4,84,2.3
Osogbo 85 (Fusarium oxysporum),1,84,2.1
Osogbo 85 (Fusarium oxysporum),2,84,2
Osogbo 85 (Fusarium oxysporum),3,84,1.9
Osogbo 85 (Fusarium oxysporum),4,84,2
Osogbo 89 (Fusarium solani),1,84,2
Osogbo 89 (Fusarium solani),2,84,2
Osogbo 89 (Fusarium solani),3,84,1.9
Osogbo 89 (Fusarium solani),4,84,2.1
Osogbo 84 (Fusarium verticillioides),1,84,2
Osogbo 84 (Fusarium verticillioides),2,84,2.1
Osogbo 84 (Fusarium verticillioides),3,84,2
Osogbo 84 (Fusarium verticillioides),4,84,2.1
Osogbo 74 (Fusarium verticillioides),1,84,2.1
Osogbo 74 (Fusarium verticillioides),2,84,2.1
Osogbo 74 (Fusarium verticillioides),3,84,2.1
Osogbo 74 (Fusarium verticillioides),4,84,2.3
Osogbo 92 (Fusarium verticillioides),1,84,1.9
Osogbo 92 (Fusarium verticillioides),2,84,2
Osogbo 92 (Fusarium verticillioides),3,84,1.9
Osogbo 92 (Fusarium verticillioides),4,84,1.9
Osogbo 90 (Fusarium oxysporom),1,84,2.4
Osogbo 90 (Fusarium oxysporom),2,84,2.4
Osogbo 90 (Fusarium oxysporom),3,84,2.5
Osogbo 90 (Fusarium oxysporom),4,84,2.6
A 19 (Fusarium solani),1,84,2.8
A 19 (Fusarium solani),2,84,2.8
A 19 (Fusarium solani),3,84,2.8
A 19 (Fusarium solani),4,84,2.8
B 29 (Fusarium solani),1,84,2.9
B 29 (Fusarium solani),2,84,2.8
B 29 (Fusarium solani),3,84,2.9
B 29 (Fusarium solani),4,84,2.9
A 15 (Fusarium sporotrichioides),1,84,2.2
A 15 (Fusarium sporotrichioides),2,84,2.1
A 15 (Fusarium sporotrichioides),3,84,2.1
A 15 (Fusarium sporotrichioides),4,84,2.1
B 18 (Fusarium oxsporum),1,84,2.4
B 18 (Fusarium oxsporum),2,84,2.5
B 18 (Fusarium oxsporum),3,84,2.5
B 18 (Fusarium oxsporum),4,84,2.4
A 41 (Fusarium oxysporum),1,84,2.2
A 41 (Fusarium oxysporum),2,84,2.2
A 41 (Fusarium oxysporum),3,84,1.9
A 41 (Fusarium oxysporum),4,84,2.1
A 29 (Fusarium verticillioides),1,84,2
A 29 (Fusarium verticillioides),2,84,2
A 29 (Fusarium verticillioides),3,84,2
A 29 (Fusarium verticillioides),4,84,2
FUS-HR-NIS 52 (Fusarium oxysporum),1,84,2.5
FUS-HR-NIS 52 (Fusarium oxysporum),2,84,2.6
FUS-HR-NIS 52 (Fusarium oxysporum),3,84,2.5
FUS-HR-NIS 52 (Fusarium oxysporum),4,84,2.5
FUS-HR-NIS 38 (Fusarium solani),1,84,1.8
FUS-HR-NIS 38 (Fusarium solani),2,84,1.7
FUS-HR-NIS 38 (Fusarium solani),3,84,2
FUS-HR-NIS 38 (Fusarium solani),4,84,2.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,84,2.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,84,2.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,84,2.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,84,2.2
FUS-SV-NIS 90 (Fusarium solani),1,84,2.2
FUS-SV-NIS 90 (Fusarium solani),2,84,2.3
FUS-SV-NIS 90 (Fusarium solani),3,84,2.4
FUS-SV-NIS 90 (Fusarium solani),4,84,2.2
FUS-SV-NIS 96 (Fusarium oxysporum),1,84,2.1
FUS-SV-NIS 96 (Fusarium oxysporum),2,84,2.1
FUS-SV-NIS 96 (Fusarium oxysporum),3,84,2
FUS-SV-NIS 96 (Fusarium oxysporum),4,84,2
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,84,1.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,84,1.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,84,1.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,84,1.8
CCF 104 (Fusarium equesti),1,96,2.7
CCF 104 (Fusarium equesti),2,96,2.7
CCF 104 (Fusarium equesti),3,96,2.8
CCF 104 (Fusarium equesti),4,96,2.8
A 33 (Fusarium oxysporum),1,96,3.6
A 33 (Fusarium oxysporum),2,96,3.6
A 33 (Fusarium oxysporum),3,96,3.6
A 33 (Fusarium oxysporum),4,96,3.6
B 15 (Fusarium solani),1,96,3
B 15 (Fusarium solani),2,96,3
B 15 (Fusarium solani),3,96,3.1
B 15 (Fusarium solani),4,96,2.5
C 2 (Fusarium solani),1,96,2.5
C 2 (Fusarium solani),2,96,2.4
C 2 (Fusarium solani),3,96,2.4
C 2 (Fusarium solani),4,96,2.4
Osogbo 77 (Fusarium oxysporum),1,96,2.7
Osogbo 77 (Fusarium oxysporum),2,96,2.7
Osogbo 77 (Fusarium oxysporum),3,96,2.6
Osogbo 77 (Fusarium oxysporum),4,96,2.7
Osogbo 81 (Fusarium oxysporum),1,96,2.4
Osogbo 81 (Fusarium oxysporum),2,96,2.6
Osogbo 81 (Fusarium oxysporum),3,96,2.6
Osogbo 81 (Fusarium oxysporum),4,96,2.6
Osogbo 79 (Fusarium oxysporum),1,96,2.3
Osogbo 79 (Fusarium oxysporum),2,96,2.2
Osogbo 79 (Fusarium oxysporum),3,96,2.3
Osogbo 79 (Fusarium oxysporum),4,96,2.5
Osogbo 85 (Fusarium oxysporum),1,96,2.3
Osogbo 85 (Fusarium oxysporum),2,96,2.2
Osogbo 85 (Fusarium oxysporum),3,96,2.1
Osogbo 85 (Fusarium oxysporum),4,96,2.2
Osogbo 89 (Fusarium solani),1,96,2.2
Osogbo 89 (Fusarium solani),2,96,2.2
Osogbo 89 (Fusarium solani),3,96,2.1
Osogbo 89 (Fusarium solani),4,96,2.3
Osogbo 84 (Fusarium verticillioides),1,96,2.2
Osogbo 84 (Fusarium verticillioides),2,96,2.3
Osogbo 84 (Fusarium verticillioides),3,96,2.2
Osogbo 84 (Fusarium verticillioides),4,96,2.3
Osogbo 74 (Fusarium verticillioides),1,96,2.3
Osogbo 74 (Fusarium verticillioides),2,96,2.3
Osogbo 74 (Fusarium verticillioides),3,96,2.3
Osogbo 74 (Fusarium verticillioides),4,96,2.5
Osogbo 92 (Fusarium verticillioides),1,96,2.1
Osogbo 92 (Fusarium verticillioides),2,96,2.2
Osogbo 92 (Fusarium verticillioides),3,96,2.1
Osogbo 92 (Fusarium verticillioides),4,96,2.1
Osogbo 90 (Fusarium oxysporom),1,96,2.7
Osogbo 90 (Fusarium oxysporom),2,96,2.7
Osogbo 90 (Fusarium oxysporom),3,96,2.8
Osogbo 90 (Fusarium oxysporom),4,96,2.7
A 19 (Fusarium solani),1,96,3.4
A 19 (Fusarium solani),2,96,3.3
A 19 (Fusarium solani),3,96,3.3
A 19 (Fusarium solani),4,96,3.3
B 29 (Fusarium solani),1,96,3.3
B 29 (Fusarium solani),2,96,3.3
B 29 (Fusarium solani),3,96,3.3
B 29 (Fusarium solani),4,96,3.4
A 15 (Fusarium sporotrichioides),1,96,2.4
A 15 (Fusarium sporotrichioides),2,96,2.3
A 15 (Fusarium sporotrichioides),3,96,2.3
A 15 (Fusarium sporotrichioides),4,96,2.3
B 18 (Fusarium oxsporum),1,96,2.9
B 18 (Fusarium oxsporum),2,96,3
B 18 (Fusarium oxsporum),3,96,2.9
B 18 (Fusarium oxsporum),4,96,2.7
A 41 (Fusarium oxysporum),1,96,2.5
A 41 (Fusarium oxysporum),2,96,2.5
A 41 (Fusarium oxysporum),3,96,2.2
A 41 (Fusarium oxysporum),4,96,2.4
A 29 (Fusarium verticillioides),1,96,2.2
A 29 (Fusarium verticillioides),2,96,2.2
A 29 (Fusarium verticillioides),3,96,2.2
A 29 (Fusarium verticillioides),4,96,2.3
FUS-HR-NIS 52 (Fusarium oxysporum),1,96,2.9
FUS-HR-NIS 52 (Fusarium oxysporum),2,96,3
FUS-HR-NIS 52 (Fusarium oxysporum),3,96,2.8
FUS-HR-NIS 52 (Fusarium oxysporum),4,96,2.9
FUS-HR-NIS 38 (Fusarium solani),1,96,2.3
FUS-HR-NIS 38 (Fusarium solani),2,96,2.2
FUS-HR-NIS 38 (Fusarium solani),3,96,2.3
FUS-HR-NIS 38 (Fusarium solani),4,96,2.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,96,2.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,96,2.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,96,2.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,96,2.6
FUS-SV-NIS 90 (Fusarium solani),1,96,2.4
FUS-SV-NIS 90 (Fusarium solani),2,96,2.5
FUS-SV-NIS 90 (Fusarium solani),3,96,2.6
FUS-SV-NIS 90 (Fusarium solani),4,96,2.4
FUS-SV-NIS 96 (Fusarium oxysporum),1,96,2.6
FUS-SV-NIS 96 (Fusarium oxysporum),2,96,2.6
FUS-SV-NIS 96 (Fusarium oxysporum),3,96,2.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,96,2.4
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,96,2.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,96,2
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,96,2.2
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,96,2.2
CCF 104 (Fusarium equesti),1,108,3
CCF 104 (Fusarium equesti),2,108,3
CCF 104 (Fusarium equesti),3,108,3.1
CCF 104 (Fusarium equesti),4,108,3.1
A 33 (Fusarium oxysporum),1,108,4
A 33 (Fusarium oxysporum),2,108,4.2
A 33 (Fusarium oxysporum),3,108,4.3
A 33 (Fusarium oxysporum),4,108,4.1
B 15 (Fusarium solani),1,108,3.3
B 15 (Fusarium solani),2,108,3.5
B 15 (Fusarium solani),3,108,3.4
B 15 (Fusarium solani),4,108,3.5
C 2 (Fusarium solani),1,108,2.8
C 2 (Fusarium solani),2,108,2.7
C 2 (Fusarium solani),3,108,2.6
C 2 (Fusarium solani),4,108,2.8
Osogbo 77 (Fusarium oxysporum),1,108,3
Osogbo 77 (Fusarium oxysporum),2,108,3
Osogbo 77 (Fusarium oxysporum),3,108,2.9
Osogbo 77 (Fusarium oxysporum),4,108,3
Osogbo 81 (Fusarium oxysporum),1,108,2.7
Osogbo 81 (Fusarium oxysporum),2,108,2.9
Osogbo 81 (Fusarium oxysporum),3,108,2.9
Osogbo 81 (Fusarium oxysporum),4,108,2.9
Osogbo 79 (Fusarium oxysporum),1,108,2.7
Osogbo 79 (Fusarium oxysporum),2,108,2.6
Osogbo 79 (Fusarium oxysporum),3,108,2.7
Osogbo 79 (Fusarium oxysporum),4,108,2.7
Osogbo 85 (Fusarium oxysporum),1,108,2.5
Osogbo 85 (Fusarium oxysporum),2,108,2.4
Osogbo 85 (Fusarium oxysporum),3,108,2.3
Osogbo 85 (Fusarium oxysporum),4,108,2.4
Osogbo 89 (Fusarium solani),1,108,2.4
Osogbo 89 (Fusarium solani),2,108,2.4
Osogbo 89 (Fusarium solani),3,108,2.3
Osogbo 89 (Fusarium solani),4,108,2.5
Osogbo 84 (Fusarium verticillioides),1,108,2.4
Osogbo 84 (Fusarium verticillioides),2,108,2.5
Osogbo 84 (Fusarium verticillioides),3,108,2.4
Osogbo 84 (Fusarium verticillioides),4,108,2.5
Osogbo 74 (Fusarium verticillioides),1,108,2.5
Osogbo 74 (Fusarium verticillioides),2,108,2.5
Osogbo 74 (Fusarium verticillioides),3,108,2.5
Osogbo 74 (Fusarium verticillioides),4,108,2.7
Osogbo 92 (Fusarium verticillioides),1,108,2.3
Osogbo 92 (Fusarium verticillioides),2,108,2.4
Osogbo 92 (Fusarium verticillioides),3,108,2.3
Osogbo 92 (Fusarium verticillioides),4,108,2.3
Osogbo 90 (Fusarium oxysporom),1,108,2.9
Osogbo 90 (Fusarium oxysporom),2,108,3
Osogbo 90 (Fusarium oxysporom),3,108,3.1
Osogbo 90 (Fusarium oxysporom),4,108,3
A 19 (Fusarium solani),1,108,3.8
A 19 (Fusarium solani),2,108,3.7
A 19 (Fusarium solani),3,108,3.8
A 19 (Fusarium solani),4,108,3.8
B 29 (Fusarium solani),1,108,3.7
B 29 (Fusarium solani),2,108,3.7
B 29 (Fusarium solani),3,108,3.6
B 29 (Fusarium solani),4,108,3.9
A 15 (Fusarium sporotrichioides),1,108,2.6
A 15 (Fusarium sporotrichioides),2,108,2.5
A 15 (Fusarium sporotrichioides),3,108,2.5
A 15 (Fusarium sporotrichioides),4,108,2.5
B 18 (Fusarium oxsporum),1,108,3.3
B 18 (Fusarium oxsporum),2,108,3.5
B 18 (Fusarium oxsporum),3,108,3.3
B 18 (Fusarium oxsporum),4,108,3.2
A 41 (Fusarium oxysporum),1,108,2.9
A 41 (Fusarium oxysporum),2,108,2.8
A 41 (Fusarium oxysporum),3,108,2.7
A 41 (Fusarium oxysporum),4,108,2.7
A 29 (Fusarium verticillioides),1,108,2.4
A 29 (Fusarium verticillioides),2,108,2.4
A 29 (Fusarium verticillioides),3,108,2.4
A 29 (Fusarium verticillioides),4,108,2.5
FUS-HR-NIS 52 (Fusarium oxysporum),1,108,3.2
FUS-HR-NIS 52 (Fusarium oxysporum),2,108,3.4
FUS-HR-NIS 52 (Fusarium oxysporum),3,108,3.2
FUS-HR-NIS 52 (Fusarium oxysporum),4,108,3.3
FUS-HR-NIS 38 (Fusarium solani),1,108,2.7
FUS-HR-NIS 38 (Fusarium solani),2,108,2.7
FUS-HR-NIS 38 (Fusarium solani),3,108,2.6
FUS-HR-NIS 38 (Fusarium solani),4,108,2.7
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,108,2.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,108,2.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,108,3
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,108,2.9
FUS-SV-NIS 90 (Fusarium solani),1,108,2.7
FUS-SV-NIS 90 (Fusarium solani),2,108,2.8
FUS-SV-NIS 90 (Fusarium solani),3,108,2.9
FUS-SV-NIS 90 (Fusarium solani),4,108,2.6
FUS-SV-NIS 96 (Fusarium oxysporum),1,108,3
FUS-SV-NIS 96 (Fusarium oxysporum),2,108,3
FUS-SV-NIS 96 (Fusarium oxysporum),3,108,2.8
FUS-SV-NIS 96 (Fusarium oxysporum),4,108,2.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,108,2.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,108,2.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,108,2.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,108,2.4
CCF 104 (Fusarium equesti),1,120,3.3
CCF 104 (Fusarium equesti),2,120,3.3
CCF 104 (Fusarium equesti),3,120,3.4
CCF 104 (Fusarium equesti),4,120,3.4
A 33 (Fusarium oxysporum),1,120,4.4
A 33 (Fusarium oxysporum),2,120,4.5
A 33 (Fusarium oxysporum),3,120,4.6
A 33 (Fusarium oxysporum),4,120,4.6
B 15 (Fusarium solani),1,120,3.9
B 15 (Fusarium solani),2,120,3.8
B 15 (Fusarium solani),3,120,3.9
B 15 (Fusarium solani),4,120,3.9
C 2 (Fusarium solani),1,120,3
C 2 (Fusarium solani),2,120,3
C 2 (Fusarium solani),3,120,2.9
C 2 (Fusarium solani),4,120,3.1
Osogbo 77 (Fusarium oxysporum),1,120,3.3
Osogbo 77 (Fusarium oxysporum),2,120,3.3
Osogbo 77 (Fusarium oxysporum),3,120,3.4
Osogbo 77 (Fusarium oxysporum),4,120,3.2
Osogbo 81 (Fusarium oxysporum),1,120,3
Osogbo 81 (Fusarium oxysporum),2,120,3.2
Osogbo 81 (Fusarium oxysporum),3,120,3.2
Osogbo 81 (Fusarium oxysporum),4,120,3.2
Osogbo 79 (Fusarium oxysporum),1,120,3
Osogbo 79 (Fusarium oxysporum),2,120,3
Osogbo 79 (Fusarium oxysporum),3,120,3
Osogbo 79 (Fusarium oxysporum),4,120,3.1
Osogbo 85 (Fusarium oxysporum),1,120,2.7
Osogbo 85 (Fusarium oxysporum),2,120,2.6
Osogbo 85 (Fusarium oxysporum),3,120,2.5
Osogbo 85 (Fusarium oxysporum),4,120,2.6
Osogbo 89 (Fusarium solani),1,120,2.6
Osogbo 89 (Fusarium solani),2,120,2.6
Osogbo 89 (Fusarium solani),3,120,2.5
Osogbo 89 (Fusarium solani),4,120,2.7
Osogbo 84 (Fusarium verticillioides),1,120,2.6
Osogbo 84 (Fusarium verticillioides),2,120,2.7
Osogbo 84 (Fusarium verticillioides),3,120,2.6
Osogbo 84 (Fusarium verticillioides),4,120,2.7
Osogbo 74 (Fusarium verticillioides),1,120,2.7
Osogbo 74 (Fusarium verticillioides),2,120,2.7
Osogbo 74 (Fusarium verticillioides),3,120,2.7
Osogbo 74 (Fusarium verticillioides),4,120,2.9
Osogbo 92 (Fusarium verticillioides),1,120,2.5
Osogbo 92 (Fusarium verticillioides),2,120,2.6
Osogbo 92 (Fusarium verticillioides),3,120,2.5
Osogbo 92 (Fusarium verticillioides),4,120,2.5
Osogbo 90 (Fusarium oxysporom),1,120,3.3
Osogbo 90 (Fusarium oxysporom),2,120,3.4
Osogbo 90 (Fusarium oxysporom),3,120,3.4
Osogbo 90 (Fusarium oxysporom),4,120,3.3
A 19 (Fusarium solani),1,120,4.2
A 19 (Fusarium solani),2,120,4.2
A 19 (Fusarium solani),3,120,4.2
A 19 (Fusarium solani),4,120,4.2
B 29 (Fusarium solani),1,120,4.1
B 29 (Fusarium solani),2,120,4.1
B 29 (Fusarium solani),3,120,4.1
B 29 (Fusarium solani),4,120,4.3
A 15 (Fusarium sporotrichioides),1,120,2.9
A 15 (Fusarium sporotrichioides),2,120,2.8
A 15 (Fusarium sporotrichioides),3,120,2.9
A 15 (Fusarium sporotrichioides),4,120,2.8
B 18 (Fusarium oxsporum),1,120,3.7
B 18 (Fusarium oxsporum),2,120,3.9
B 18 (Fusarium oxsporum),3,120,3.7
B 18 (Fusarium oxsporum),4,120,3.7
A 41 (Fusarium oxysporum),1,120,3.2
A 41 (Fusarium oxysporum),2,120,3.1
A 41 (Fusarium oxysporum),3,120,3
A 41 (Fusarium oxysporum),4,120,3
A 29 (Fusarium verticillioides),1,120,2.6
A 29 (Fusarium verticillioides),2,120,2.6
A 29 (Fusarium verticillioides),3,120,2.6
A 29 (Fusarium verticillioides),4,120,2.7
FUS-HR-NIS 52 (Fusarium oxysporum),1,120,3.6
FUS-HR-NIS 52 (Fusarium oxysporum),2,120,3.7
FUS-HR-NIS 52 (Fusarium oxysporum),3,120,3.6
FUS-HR-NIS 52 (Fusarium oxysporum),4,120,3.7
FUS-HR-NIS 38 (Fusarium solani),1,120,2.9
FUS-HR-NIS 38 (Fusarium solani),2,120,2.9
FUS-HR-NIS 38 (Fusarium solani),3,120,2.8
FUS-HR-NIS 38 (Fusarium solani),4,120,2.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,120,3.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,120,3.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,120,3.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,120,3.2
FUS-SV-NIS 90 (Fusarium solani),1,120,3.1
FUS-SV-NIS 90 (Fusarium solani),2,120,3.3
FUS-SV-NIS 90 (Fusarium solani),3,120,3.3
FUS-SV-NIS 90 (Fusarium solani),4,120,2.9
FUS-SV-NIS 96 (Fusarium oxysporum),1,120,3.4
FUS-SV-NIS 96 (Fusarium oxysporum),2,120,3.5
FUS-SV-NIS 96 (Fusarium oxysporum),3,120,3.4
FUS-SV-NIS 96 (Fusarium oxysporum),4,120,3.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,120,2.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,120,2.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,120,2.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,120,2.8
CCF 104 (Fusarium equesti),1,132,3.6
CCF 104 (Fusarium equesti),2,132,3.6
CCF 104 (Fusarium equesti),3,132,3.7
CCF 104 (Fusarium equesti),4,132,3.7
A 33 (Fusarium oxysporum),1,132,4.8
A 33 (Fusarium oxysporum),2,132,4.9
A 33 (Fusarium oxysporum),3,132,5
A 33 (Fusarium oxysporum),4,132,5
B 15 (Fusarium solani),1,132,4.4
B 15 (Fusarium solani),2,132,4.1
B 15 (Fusarium solani),3,132,4.4
B 15 (Fusarium solani),4,132,4.2
C 2 (Fusarium solani),1,132,3.2
C 2 (Fusarium solani),2,132,3.3
C 2 (Fusarium solani),3,132,3.1
C 2 (Fusarium solani),4,132,3.3
Osogbo 77 (Fusarium oxysporum),1,132,3.6
Osogbo 77 (Fusarium oxysporum),2,132,3.6
Osogbo 77 (Fusarium oxysporum),3,132,3.8
Osogbo 77 (Fusarium oxysporum),4,132,3.6
Osogbo 81 (Fusarium oxysporum),1,132,3.3
Osogbo 81 (Fusarium oxysporum),2,132,3.5
Osogbo 81 (Fusarium oxysporum),3,132,3.5
Osogbo 81 (Fusarium oxysporum),4,132,3.5
Osogbo 79 (Fusarium oxysporum),1,132,3.2
Osogbo 79 (Fusarium oxysporum),2,132,3.4
Osogbo 79 (Fusarium oxysporum),3,132,3.2
Osogbo 79 (Fusarium oxysporum),4,132,3.5
Osogbo 85 (Fusarium oxysporum),1,132,2.9
Osogbo 85 (Fusarium oxysporum),2,132,2.8
Osogbo 85 (Fusarium oxysporum),3,132,2.7
Osogbo 85 (Fusarium oxysporum),4,132,2.8
Osogbo 89 (Fusarium solani),1,132,2.8
Osogbo 89 (Fusarium solani),2,132,2.8
Osogbo 89 (Fusarium solani),3,132,2.7
Osogbo 89 (Fusarium solani),4,132,2.9
Osogbo 84 (Fusarium verticillioides),1,132,2.8
Osogbo 84 (Fusarium verticillioides),2,132,2.9
Osogbo 84 (Fusarium verticillioides),3,132,2.8
Osogbo 84 (Fusarium verticillioides),4,132,2.9
Osogbo 74 (Fusarium verticillioides),1,132,2.9
Osogbo 74 (Fusarium verticillioides),2,132,2.9
