ENV,GEN,REP,D50F,WT100SE
MK2019,TVu13485,1,46,6.3
MK2019,TVu13485,2,54,8.6
MK2019,TVu13485,3,54,5.9
MK2019,TVu13778,1,50,5.8
MK2019,TVu13778,2,48,6.8
MK2019,TVu13778,3,56,6.4
MK2019,TVu13850,1,52,12.7
MK2019,TVu13850,2,52,
MK2019,TVu13850,3,48,15.7
MK2019,TVu13859,1,52,
MK2019,TVu13859,2,54,15.9
MK2019,TVu13859,3,54,11.9
MK2019,TVu13939,1,54,8.3
MK2019,TVu13939,2,42,
MK2019,TVu13939,3,.,
MK2019,TVu13950,1,48,10.6
MK2019,TVu13950,2,54,13.5
MK2019,TVu13950,3,48,
MK2019,TVu13958,1,41,
MK2019,TVu13958,2,48,
MK2019,TVu13958,3,46,16.7
MK2019,TVu13965,1,41,
MK2019,TVu13965,2,41,
MK2019,TVu13965,3,50,8.1
MK2019,TVu13968,1,48,
MK2019,TVu13968,2,52,
MK2019,TVu13968,3,56,13.2
MK2019,TVu13979,1,46,
MK2019,TVu13979,2,52,.
MK2019,TVu13979,3,54,
MK2019,TVu14172,1,50,
MK2019,TVu14172,2,52,9.5
MK2019,TVu14172,3,56,15.6
MK2019,TVu14173,1,50,
MK2019,TVu14173,2,50,
MK2019,TVu14173,3,52,10.3
MK2019,TVu14190,1,48,10
MK2019,TVu14190,2,54,9.5
MK2019,TVu14190,3,54,11.4
MK2019,TVu14195,1,46,
MK2019,TVu14195,2,50,13.9
MK2019,TVu14195,3,52,9.5
MK2019,TVu14224,1,46,8.8
MK2019,TVu14224,2,44,
MK2019,TVu14224,3,48,12.5
MK2019,TVu14248,1,44,5.8
MK2019,TVu14248,2,50,6
MK2019,TVu14248,3,42,9.2
MK2019,TVu14253,1,48,8.6
MK2019,TVu14253,2,42,9.1
MK2019,TVu14253,3,44,12.1
MK2019,TVu14272,1,48,15.5
MK2019,TVu14272,2,48,13.2
MK2019,TVu14272,3,50,12.2
MK2019,TVu14290,1,52,9.1
MK2019,TVu14290,2,50,11.6
MK2019,TVu14290,3,48,11.1
MK2019,TVu14321,1,52,12.5
MK2019,TVu14321,2,50,13
MK2019,TVu14321,3,48,9.5
MK2019,TVu14336,1,48,22.2
MK2019,TVu14336,2,48,
MK2019,TVu14336,3,44,10.9
MK2019,TVu14345,1,48,9.8
MK2019,TVu14345,2,50,
MK2019,TVu14345,3,46,13.5
MK2019,TVu14346,1,52,6.4
MK2019,TVu14346,2,54,5.8
MK2019,TVu14346,3,52,8.4
MK2019,TVu14393,1,48,
MK2019,TVu14393,2,48,
MK2019,TVu14393,3,44,10.4
MK2019,TVu14401,1,44,
MK2019,TVu14401,2,44,
MK2019,TVu14401,3,38,
MK2019,TVu14406,1,46,12.9
MK2019,TVu14406,2,46,8.9
MK2019,TVu14406,3,48,11
MK2019,TVu14533,1,50,13.7
MK2019,TVu14533,2,52,
MK2019,TVu14533,3,50,13.9
MK2019,TVu14539,1,48,13.2
MK2019,TVu14539,2,48,
MK2019,TVu14539,3,48,10.5
MK2019,TVu14558,1,52,11
MK2019,TVu14558,2,52,
MK2019,TVu14558,3,44,
MK2019,TVu14621,1,48,20
MK2019,TVu14621,2,56,7.2
MK2019,TVu14621,3,54,
MK2019,TVu14632,1,44,9.2
MK2019,TVu14632,2,48,
MK2019,TVu14632,3,44,
MK2019,TVu14633,1,44,7
MK2019,TVu14633,2,52,
MK2019,TVu14633,3,50,5.6
MK2019,TVu14635,1,44,14.6
MK2019,TVu14635,2,48,19.24
MK2019,TVu14635,3,54,11.3
MK2019,TVu14683,1,48,7.5
MK2019,TVu14683,2,48,9.6
MK2019,TVu14683,3,52,
MK2019,TVu14691,1,50,9
MK2019,TVu14691,2,50,7.1
MK2019,TVu14691,3,52,6.7
MK2019,TVu14759,1,46,
MK2019,TVu14759,2,54,15.2
MK2019,TVu14759,3,48,14.9
MK2019,TVu1477,1,48,12
MK2019,TVu1477,2,50,
MK2019,TVu1477,3,54,12.5
MK2019,TVu14788,1,52,8.1
MK2019,TVu14788,2,52,
MK2019,TVu14788,3,46,9.7
MK2019,TVu14856,1,48,9.4
MK2019,TVu14856,2,48,14.1
MK2019,TVu14856,3,48,12.6
MK2019,TVu14862,1,46,
MK2019,TVu14862,2,54,
MK2019,TVu14862,3,48,5.3
MK2019,TVu14875,1,50,
MK2019,TVu14875,2,44,
MK2019,TVu14875,3,44,9.2
MK2019,TVu14890,1,54,
MK2019,TVu14890,2,46,11.29
MK2019,TVu14890,3,52,12.6
MK2019,TVu14949,1,48,11.1
MK2019,TVu14949,2,48,10.4
MK2019,TVu14949,3,48,13.6
MK2019,TVu14970,1,46,10
MK2019,TVu14970,2,48,11.7
MK2019,TVu14970,3,48,11.2
MK2019,TVu14971,1,48,
MK2019,TVu14971,2,48,9.6
MK2019,TVu14971,3,48,12
MK2019,TVu14992,1,54,
MK2019,TVu14992,2,46,10.5
MK2019,TVu14992,3,48,10.3
MK2019,TVu15037,1,48,13
MK2019,TVu15037,2,52,
MK2019,TVu15037,3,52,10.9
MK2019,TVu15053,1,54,10.6
MK2019,TVu15053,2,52,10.5
MK2019,TVu15053,3,.,10.5
MK2019,TVu15112,1,44,
MK2019,TVu15112,2,52,
MK2019,TVu15112,3,52,
MK2019,TVu15114,1,46,
MK2019,TVu15114,2,52,9.3
MK2019,TVu15114,3,54,10.3
MK2019,TVu15143,1,48,
MK2019,TVu15143,2,48,
MK2019,TVu15143,3,48,4
MK2019,TVu15251,1,48,15.6
MK2019,TVu15251,2,48,
MK2019,TVu15251,3,44,
MK2019,TVu15299,1,46,
MK2019,TVu15299,2,50,
MK2019,TVu15299,3,48,12.8
MK2019,TVu15315,1,48,15.6
MK2019,TVu15315,2,46,8
MK2019,TVu15315,3,52,6.4
MK2019,TVu1536,1,50,14.4
MK2019,TVu1536,2,56,14.47
MK2019,TVu1536,3,48,10.5
MK2019,TVu15391,1,50,10
MK2019,TVu15391,2,48,10.1
MK2019,TVu15391,3,50,8.1
MK2019,TVu15400,1,52,7.2
MK2019,TVu15400,2,50,11.6
MK2019,TVu15400,3,52,8.2
MK2019,TVu15411,1,52,10.4
MK2019,TVu15411,2,48,6.5
MK2019,TVu15411,3,48,
MK2019,TVu15426,1,50,
MK2019,TVu15426,2,52,
MK2019,TVu15426,3,56,
MK2019,TVu15445,1,54,6.7
MK2019,TVu15445,2,56,
MK2019,TVu15445,3,48,6.8
MK2019,TVu15450,1,54,16.3
MK2019,TVu15450,2,48,13.7
MK2019,TVu15450,3,54,15.7
MK2019,TVu15468,1,54,13.5
MK2019,TVu15468,2,52,
MK2019,TVu15468,3,50,10.3
MK2019,TVu15487,1,54,
MK2019,TVu15487,2,54,19.9
MK2019,TVu15487,3,50,14.7
MK2019,TVu15500,1,54,13.8
MK2019,TVu15500,2,54,
MK2019,TVu15500,3,48,4.3
MK2019,TVu1556,1,48,9.8
MK2019,TVu1556,2,54,6.4
MK2019,TVu1556,3,50,11.2
MK2019,TVu15591,1,52,15.3
MK2019,TVu15591,2,48,15.8
MK2019,TVu15591,3,52,17.7
MK2019,TVu15610,1,54,14.6
MK2019,TVu15610,2,54,15.2
MK2019,TVu15610,3,48,11.5
MK2019,TVu15636,1,44,11.8
MK2019,TVu15636,2,50,11.6
MK2019,TVu15636,3,54,9.7
MK2019,TVu15639,1,54,18.2
MK2019,TVu15639,2,56,15.7
MK2019,TVu15639,3,41,
MK2019,TVu15653,1,52,14.2
MK2019,TVu15653,2,44,12.3
MK2019,TVu15653,3,46,12.9
MK2019,TVu15661,1,48,16.8
MK2019,TVu15661,2,52,
MK2019,TVu15661,3,48,11.5
MK2019,TVu15687,1,52,12.8
MK2019,TVu15687,2,48,
MK2019,TVu15687,3,52,11.5
MK2019,TVu15694,1,54,
MK2019,TVu15694,2,48,13.2
MK2019,TVu15694,3,52,10.7
MK2019,TVu15742,1,48,14.2
MK2019,TVu15742,2,48,
MK2019,TVu15742,3,48,14.1
MK2019,TVu15775,1,.,
MK2019,TVu15775,2,.,13.2
MK2019,TVu15775,3,.,
MK2019,TVu1583,1,52,7.3
MK2019,TVu1583,2,46,
MK2019,TVu1583,3,52,7.7
MK2019,TVu15860,1,54,
MK2019,TVu15860,2,56,9.1
MK2019,TVu15860,3,50,13.7
MK2019,TVu15861,1,54,16.2
MK2019,TVu15861,2,52,11.2
MK2019,TVu15861,3,56,13
MK2019,TVu15878,1,50,10.2
MK2019,TVu15878,2,48,
MK2019,TVu15878,3,48,
MK2019,TVu15913,1,52,7.2
MK2019,TVu15913,2,54,
MK2019,TVu15913,3,54,4.9
MK2019,TVu15926,1,52,7
MK2019,TVu15926,2,52,
MK2019,TVu15926,3,44,
MK2019,TVu15945,1,54,6.8
MK2019,TVu15945,2,54,5.9
MK2019,TVu15945,3,56,
MK2019,TVu15973,1,54,6.7
MK2019,TVu15973,2,54,
MK2019,TVu15973,3,48,10.6
MK2019,TVu15976,1,52,9.5
MK2019,TVu15976,2,56,16.4
MK2019,TVu15976,3,52,11.2
MK2019,TVu15982,1,48,8.2
MK2019,TVu15982,2,42,12.7
MK2019,TVu15982,3,46,21.2
MK2019,TVu15995,1,.,17
MK2019,TVu15995,2,54,10.3
MK2019,TVu15995,3,54,
MK2019,TVu1609,1,52,16.2
MK2019,TVu1609,2,46,
MK2019,TVu1609,3,54,12.9
MK2019,TVu16191,1,54,16.8
MK2019,TVu16191,2,54,
MK2019,TVu16191,3,44,15.8
MK2019,TVu16220,1,48,11.2
MK2019,TVu16220,2,54,
MK2019,TVu16220,3,48,4.2
MK2019,TVu16237,1,54,11
MK2019,TVu16237,2,46,13.6
MK2019,TVu16237,3,42,9.9
MK2019,TVu16253,1,46,15.3
MK2019,TVu16253,2,42,11.2
MK2019,TVu16253,3,39,
MK2019,TVu16269,1,44,11.3
MK2019,TVu16269,2,46,17.49
MK2019,TVu16269,3,44,
MK2019,TVu16278,1,42,10.2
MK2019,TVu16278,2,45,
MK2019,TVu16278,3,42,7.5
MK2019,TVu16304,1,44,6
MK2019,TVu16304,2,44,
MK2019,TVu16304,3,52,5.4
MK2019,TVu16368,1,44,8.3
MK2019,TVu16368,2,44,12.5
MK2019,TVu16368,3,44,
MK2019,TVu1637,1,52,10.1
MK2019,TVu1637,2,56,
MK2019,TVu1637,3,54,8.9
MK2019,TVu16403,1,46,8.5
MK2019,TVu16403,2,42,8
MK2019,TVu16403,3,44,6.7
MK2019,TVu16408,1,54,8.7
MK2019,TVu16408,2,54,
MK2019,TVu16408,3,56,
MK2019,TVu16430,1,54,13.3
MK2019,TVu16430,2,46,10.3
MK2019,TVu16430,3,44,12
MK2019,TVu16449,1,46,
MK2019,TVu16449,2,48,
MK2019,TVu16449,3,42,
MK2019,TVu16461,1,54,13.9
MK2019,TVu16461,2,54,
MK2019,TVu16461,3,48,12.9
MK2019,TVu16465,1,54,11.3
MK2019,TVu16465,2,54,
MK2019,TVu16465,3,56,12.8
MK2019,TVu16486,1,54,15.2
MK2019,TVu16486,2,48,11.7
MK2019,TVu16486,3,48,15.1
MK2019,TVu16504,1,54,11.7
MK2019,TVu16504,2,48,14.7
MK2019,TVu16504,3,48,10.7
MK2019,TVu16505,1,48,12.3
MK2019,TVu16505,2,46,11
MK2019,TVu16505,3,44,
MK2019,TVu16514,1,44,13.7
MK2019,TVu16514,2,48,11
MK2019,TVu16514,3,46,12.3
MK2019,TVu16521,1,48,5.3
MK2019,TVu16521,2,48,6.3
MK2019,TVu16521,3,52,
MK2019,TVu16528,1,48,10.3
MK2019,TVu16528,2,54,17
MK2019,TVu16528,3,.,
MK2019,TVu1656,1,48,9.2
MK2019,TVu1656,2,50,5.9
MK2019,TVu1656,3,46,
MK2019,TVu16574,1,54,5.4
MK2019,TVu16574,2,52,
MK2019,TVu16574,3,52,5.2
MK2019,TVu16594,1,48,10
MK2019,TVu16594,2,54,11.6
MK2019,TVu16594,3,56,9.6
MK2019,TVu16722,1,46,
MK2019,TVu16722,2,54,14.7
MK2019,TVu16722,3,46,8.4
MK2019,TVu1715,1,50,11.6
MK2019,TVu1715,2,48,11.4
MK2019,TVu1715,3,44,13.9
MK2019,TVu1727,1,52,12.4
MK2019,TVu1727,2,44,
MK2019,TVu1727,3,52,8.2
MK2019,TVu1775,1,52,14.8
MK2019,TVu1775,2,50,17.13
MK2019,TVu1775,3,54,11.3
MK2019,TVu1780,1,50,13.4
MK2019,TVu1780,2,48,12.76
MK2019,TVu1780,3,50,12.4
MK2019,TVu1811,1,48,
MK2019,TVu1811,2,.,
MK2019,TVu1811,3,52,10.7
MK2019,TVu1886,1,.,
MK2019,TVu1886,2,48,
MK2019,TVu1886,3,44,
MK2019,TVu1916,1,46,10.5
MK2019,TVu1916,2,48,4.4
MK2019,TVu1916,3,46,8.7
MK2019,TVu201,1,50,11.6
MK2019,TVu201,2,48,
MK2019,TVu201,3,56,
MK2019,TVu2027,1,52,10.1
MK2019,TVu2027,2,54,18.5
MK2019,TVu2027,3,54,14
MK2019,TVu21,1,46,15.3
MK2019,TVu21,2,52,9.3
MK2019,TVu21,3,52,10.8
MK2019,TVu2168,1,50,9
MK2019,TVu2168,2,56,8.9
MK2019,TVu2168,3,56,
MK2019,TVu2185,1,60,8.4
MK2019,TVu2185,2,52,11.7
MK2019,TVu2185,3,50,6
MK2019,TVu2252,1,52,3.4
MK2019,TVu2252,2,52,4
MK2019,TVu2252,3,52,5.7
MK2019,TVu2280,1,50,9.2
MK2019,TVu2280,2,54,
MK2019,TVu2280,3,56,12.2
MK2019,TVu2322,1,50,10.8
MK2019,TVu2322,2,54,9.6
MK2019,TVu2322,3,52,10.3
MK2019,TVu2398,1,43,
MK2019,TVu2398,2,.,
MK2019,TVu2398,3,.,
MK2019,TVu2418,1,50,
MK2019,TVu2418,2,48,
MK2019,TVu2418,3,52,12.5
MK2019,TVu2449,1,43,
MK2019,TVu2449,2,46,14.79
MK2019,TVu2449,3,44,
MK2019,TVu2500,1,50,13.8
MK2019,TVu2500,2,46,9.6
MK2019,TVu2500,3,44,12.5
MK2019,TVu2548,1,58,12
MK2019,TVu2548,2,56,13.1
MK2019,TVu2548,3,52,11.4
MK2019,TVu2606,1,50,10.4
MK2019,TVu2606,2,52,10
MK2019,TVu2606,3,50,7.8
MK2019,TVu264,1,48,10.2
MK2019,TVu264,2,46,
MK2019,TVu264,3,44,7.3
MK2019,TVu2680,1,52,7.4
MK2019,TVu2680,2,54,8.5
MK2019,TVu2680,3,54,9.2
MK2019,TVu2723,1,44,
MK2019,TVu2723,2,48,
MK2019,TVu2723,3,44,10
MK2019,TVu2736,1,50,
MK2019,TVu2736,2,46,
MK2019,TVu2736,3,52,
MK2019,TVu2769,1,48,
MK2019,TVu2769,2,48,7.4
MK2019,TVu2769,3,50,8
MK2019,TVu2845,1,39,
MK2019,TVu2845,2,46,9.2
MK2019,TVu2845,3,37,6.7
MK2019,TVu2933,1,50,
MK2019,TVu2933,2,52,8
MK2019,TVu2933,3,54,9.3
MK2019,TVu2968,1,41,
MK2019,TVu2968,2,54,
MK2019,TVu2968,3,48,8.2
MK2019,TVu2971,1,52,
MK2019,TVu2971,2,48,
MK2019,TVu2971,3,48,12.4
MK2019,TVu3043,1,46,
MK2019,TVu3043,2,56,15.6
MK2019,TVu3043,3,54,
MK2019,TVu3076,1,48,5.6
MK2019,TVu3076,2,44,
MK2019,TVu3076,3,50,7.1
MK2019,TVu3107,1,46,5.2
MK2019,TVu3107,2,48,5.2
MK2019,TVu3107,3,44,7.2
MK2019,TVu3156,1,.,
MK2019,TVu3156,2,46,3.9
MK2019,TVu3156,3,52,
MK2019,TVu3282,1,.,
MK2019,TVu3282,2,54,
MK2019,TVu3282,3,50,8.9
MK2019,TVu3310,1,52,9
MK2019,TVu3310,2,50,11.9
MK2019,TVu3310,3,50,8
MK2019,TVu3346,1,.,
MK2019,TVu3346,2,44,
MK2019,TVu3346,3,.,16.4
MK2019,TVu3360,1,48,8
MK2019,TVu3360,2,54,6
MK2019,TVu3360,3,69,4.7
MK2019,TVu3389,1,46,
MK2019,TVu3389,2,41,
MK2019,TVu3389,3,.,16.8
MK2019,TVu3552,1,48,9
MK2019,TVu3552,2,54,7.6
MK2019,TVu3552,3,54,9.4
MK2019,TVu3565,1,46,7.5
MK2019,TVu3565,2,54,9.5
MK2019,TVu3565,3,48,6.2
MK2019,TVu3652,1,44,8.2
MK2019,TVu3652,2,48,8.9
MK2019,TVu3652,3,48,9.4
MK2019,TVu3657,1,52,5.3
MK2019,TVu3657,2,48,
MK2019,TVu3657,3,54,4.9
MK2019,TVu3736,1,50,13.9
MK2019,TVu3736,2,56,
MK2019,TVu3736,3,52,12.8
MK2019,TVu374,1,50,10.5
MK2019,TVu374,2,56,14.74
MK2019,TVu374,3,56,9.3
MK2019,TVu3745,1,52,13.7
MK2019,TVu3745,2,54,13
MK2019,TVu3745,3,46,16.1
MK2019,TVu3804,1,48,14.9
MK2019,TVu3804,2,44,
MK2019,TVu3804,3,48,
MK2019,TVu3817,1,50,18.2
MK2019,TVu3817,2,50,22.5
MK2019,TVu3817,3,52,7.4
MK2019,TVu3830,1,50,11
MK2019,TVu3830,2,56,9.5
MK2019,TVu3830,3,54,8.9
MK2019,TVu3842,1,52,10.8
MK2019,TVu3842,2,48,11.31
MK2019,TVu3842,3,52,9.6
MK2019,TVu393,1,52,13.9
MK2019,TVu393,2,54,10.2
MK2019,TVu393,3,54,10.5
MK2019,TVu3947,1,48,7.2
MK2019,TVu3947,2,48,
MK2019,TVu3947,3,46,
MK2019,TVu3965,1,48,9.4
MK2019,TVu3965,2,54,12.2
MK2019,TVu3965,3,50,13
MK2019,TVu3969,1,52,12.1
MK2019,TVu3969,2,46,
MK2019,TVu3969,3,48,10.3
MK2019,TVu4030,1,46,
MK2019,TVu4030,2,56,
MK2019,TVu4030,3,54,11.9
MK2019,TVu408,1,52,7.7
MK2019,TVu408,2,54,
MK2019,TVu408,3,54,6.7
MK2019,TVu4097,1,52,9
MK2019,TVu4097,2,54,9.5
MK2019,TVu4097,3,56,
MK2019,TVu415,1,48,10
MK2019,TVu415,2,50,
MK2019,TVu415,3,50,12.8
MK2019,TVu43,1,48,10
MK2019,TVu43,2,52,5.9
MK2019,TVu43,3,46,9
MK2019,TVu4316,1,52,7.6
MK2019,TVu4316,2,48,7.6
MK2019,TVu4316,3,54,
MK2019,TVu4328,1,.,
MK2019,TVu4328,2,.,12.4
MK2019,TVu4328,3,.,
MK2019,TVu4535,1,48,12.6
MK2019,TVu4535,2,54,11.6
MK2019,TVu4535,3,44,12.2
MK2019,TVu4545,1,46,13
MK2019,TVu4545,2,54,15.8
MK2019,TVu4545,3,44,11.3
MK2019,TVu4557,1,45,9.3
MK2019,TVu4557,2,54,8.8
MK2019,TVu4557,3,54,10.1
MK2019,TVu456,1,48,12.3
MK2019,TVu456,2,54,9.3
MK2019,TVu456,3,48,10.8
MK2019,TVu4622,1,52,10.6
MK2019,TVu4622,2,56,9.4
MK2019,TVu4622,3,54,9.1
MK2019,TVu4632,1,50,9.2
MK2019,TVu4632,2,54,
MK2019,TVu4632,3,56,9.9
MK2019,TVu4669,1,48,12.5
MK2019,TVu4669,2,48,
MK2019,TVu4669,3,48,12.6
MK2019,TVu467,1,52,11.8
MK2019,TVu467,2,48,7.1
MK2019,TVu467,3,46,
MK2019,TVu4696,1,52,16.9
MK2019,TVu4696,2,56,14.3
MK2019,TVu4696,3,50,15
MK2019,TVu4711,1,50,10.9
MK2019,TVu4711,2,54,
MK2019,TVu4711,3,50,8.2
MK2019,TVu4760,1,.,
MK2019,TVu4760,2,52,4.5
MK2019,TVu4760,3,.,
MK2019,TVu4761,1,52,2.8
MK2019,TVu4761,2,.,5
MK2019,TVu4761,3,54,11.2
MK2019,TVu4783,1,52,10.1
MK2019,TVu4783,2,48,9
MK2019,TVu4783,3,52,8.4
MK2019,TVu4808,1,48,12.6
MK2019,TVu4808,2,46,10.6
MK2019,TVu4808,3,50,10.8
MK2019,TVu4823,1,46,9.5
MK2019,TVu4823,2,48,7.5
MK2019,TVu4823,3,52,10
MK2019,TVu4923,1,.,
MK2019,TVu4923,2,.,
MK2019,TVu4923,3,.,
MK2019,TVu4943,1,48,
MK2019,TVu4943,2,.,
MK2019,TVu4943,3,50,9.2
MK2019,TVu4963,1,52,12.3
MK2019,TVu4963,2,46,12.1
MK2019,TVu4963,3,54,12.8
MK2019,TVu4984,1,48,13.3
MK2019,TVu4984,2,48,11.7
MK2019,TVu4984,3,.,
MK2019,TVu5018,1,.,
MK2019,TVu5018,2,46,7.6
MK2019,TVu5018,3,46,9
MK2019,TVu5107,1,48,13.3
MK2019,TVu5107,2,52,
MK2019,TVu5107,3,52,12.7
MK2019,TVu523,1,52,11.7
MK2019,TVu523,2,52,7.8
MK2019,TVu523,3,56,
MK2019,TVu53,1,46,15
MK2019,TVu53,2,54,13.3
MK2019,TVu53,3,48,
MK2019,TVu5307,1,52,13.3
MK2019,TVu5307,2,54,10.6
MK2019,TVu5307,3,46,9.4
MK2019,TVu5415,1,52,7.8
MK2019,TVu5415,2,54,14.6
MK2019,TVu5415,3,54,12.8
MK2019,TVu5443,1,48,7.1
MK2019,TVu5443,2,56,
MK2019,TVu5443,3,48,10.4
MK2019,TVu5444,1,48,13
MK2019,TVu5444,2,48,
MK2019,TVu5444,3,48,10.1
MK2019,TVu5466,1,.,
MK2019,TVu5466,2,54,8.6
MK2019,TVu5466,3,.,11.3
MK2019,TVu5473,1,52,9.1
MK2019,TVu5473,2,56,
MK2019,TVu5473,3,54,9.8
MK2019,TVu5495,1,48,
MK2019,TVu5495,2,56,
MK2019,TVu5495,3,56,
MK2019,TVu5498,1,52,13.5
MK2019,TVu5498,2,54,15.35
MK2019,TVu5498,3,52,11.9
MK2019,TVu5500,1,52,10.7
MK2019,TVu5500,2,50,11.9
MK2019,TVu5500,3,54,12.6
MK2019,TVu5609,1,50,9.5
MK2019,TVu5609,2,44,
MK2019,TVu5609,3,46,10.6
MK2019,TVu5649,1,50,10.7
MK2019,TVu5649,2,56,10.6
MK2019,TVu5649,3,50,11.1
MK2019,TVu5721,1,52,10.4
MK2019,TVu5721,2,52,12.5
MK2019,TVu5721,3,54,10.4
MK2019,TVu578,1,52,13.1
MK2019,TVu578,2,50,10.6
MK2019,TVu578,3,52,
MK2019,TVu5828,1,52,12.6
MK2019,TVu5828,2,56,16.64
MK2019,TVu5828,3,50,13
MK2019,TVu5874,1,52,12.2
MK2019,TVu5874,2,.,
MK2019,TVu5874,3,50,
MK2019,TVu5957,1,52,11
MK2019,TVu5957,2,48,18.1
MK2019,TVu5957,3,48,11.7
MK2019,TVu6356,1,52,
MK2019,TVu6356,2,54,
MK2019,TVu6356,3,56,7.8
MK2019,TVu6365,1,50,
MK2019,TVu6365,2,56,8.7
MK2019,TVu6365,3,54,
MK2019,TVu6439,1,48,
MK2019,TVu6439,2,48,12.2
MK2019,TVu6439,3,.,
MK2019,TVu6464,1,48,9.4
MK2019,TVu6464,2,52,
MK2019,TVu6464,3,52,8.4
MK2019,TVu6477,1,50,
MK2019,TVu6477,2,54,
MK2019,TVu6477,3,46,
MK2019,TVu6493,1,48,
MK2019,TVu6493,2,56,13.2
MK2019,TVu6493,3,48,
MK2019,TVu6641,1,.,
MK2019,TVu6641,2,48,
MK2019,TVu6641,3,50,4.1
MK2019,TVu6642,1,46,
MK2019,TVu6642,2,46,8.4
MK2019,TVu6642,3,46,
MK2019,TVu6643,1,52,
MK2019,TVu6643,2,46,9.3
MK2019,TVu6643,3,54,
MK2019,TVu6644,1,50,
MK2019,TVu6644,2,.,
MK2019,TVu6644,3,52,11.3
MK2019,TVu6663,1,50,
MK2019,TVu6663,2,56,9.8
MK2019,TVu6663,3,48,
MK2019,TVu6744,1,52,8.5
MK2019,TVu6744,2,50,
MK2019,TVu6744,3,52,
MK2019,TVu6782,1,52,10.4
MK2019,TVu6782,2,54,
MK2019,TVu6782,3,46,
MK2019,TVu6824,1,.,
MK2019,TVu6824,2,.,
MK2019,TVu6824,3,.,
MK2019,TVu6837,1,43,8.4
MK2019,TVu6837,2,48,
MK2019,TVu6837,3,50,12.4
MK2019,TVu6855,1,.,
MK2019,TVu6855,2,54,11.2
MK2019,TVu6855,3,.,
MK2019,TVu6858,1,54,
MK2019,TVu6858,2,.,13.6
MK2019,TVu6858,3,.,
MK2019,TVu6947,1,46,11.3
MK2019,TVu6947,2,48,11
MK2019,TVu6947,3,50,11.6
MK2019,TVu6959,1,48,15.2
MK2019,TVu6959,2,46,17.2
MK2019,TVu6959,3,52,11.2
MK2019,TVu6966,1,.,
MK2019,TVu6966,2,.,
MK2019,TVu6966,3,44,18.4
MK2019,TVu6968,1,.,
MK2019,TVu6968,2,46,13.7
MK2019,TVu6968,3,50,13.3
MK2019,TVu6994,1,52,9.5
MK2019,TVu6994,2,52,
MK2019,TVu6994,3,54,8.5
MK2019,TVu7127,1,46,7.6
MK2019,TVu7127,2,54,
MK2019,TVu7127,3,50,9.4
MK2019,TVu7155,1,54,9.4
MK2019,TVu7155,2,54,7.1
MK2019,TVu7155,3,54,8.1
MK2019,TVu7290,1,48,11.1
MK2019,TVu7290,2,44,10.5
MK2019,TVu7290,3,42,8.1
MK2019,TVu7325,1,50,9.6
MK2019,TVu7325,2,48,
MK2019,TVu7325,3,54,9.4
MK2019,TVu7362,1,42,9.9
MK2019,TVu7362,2,54,
MK2019,TVu7362,3,44,
MK2019,TVu7382,1,48,13.5
MK2019,TVu7382,2,52,10.8
MK2019,TVu7382,3,50,10.5
MK2019,TVu7559,1,52,15.2
MK2019,TVu7559,2,54,
MK2019,TVu7559,3,.,
MK2019,TVu7614,1,50,11.4
MK2019,TVu7614,2,54,9.5
MK2019,TVu7614,3,48,10.6
MK2019,TVu7625,1,52,13.8
MK2019,TVu7625,2,48,
MK2019,TVu7625,3,50,12.6
MK2019,TVu7642,1,50,12.3
MK2019,TVu7642,2,54,13.2
MK2019,TVu7642,3,56,10.2
MK2019,TVu7647,1,52,7.6
MK2019,TVu7647,2,54,
MK2019,TVu7647,3,54,7.3
MK2019,TVu7684,1,44,11.8
MK2019,TVu7684,2,44,11.6
MK2019,TVu7684,3,50,5.5
MK2019,TVu7719,1,48,10.6
MK2019,TVu7719,2,44,
MK2019,TVu7719,3,44,10.3
MK2019,TVu7739,1,50,10.2
MK2019,TVu7739,2,54,11.9
MK2019,TVu7739,3,56,12.7
MK2019,TVu7755,1,42,12
MK2019,TVu7755,2,48,
MK2019,TVu7755,3,48,
MK2019,TVu7798,1,52,16.2
MK2019,TVu7798,2,50,
MK2019,TVu7798,3,52,9.6
MK2019,TVu7971,1,50,8.5
MK2019,TVu7971,2,46,
MK2019,TVu7971,3,48,
MK2019,TVu7991,1,60,13.2
MK2019,TVu7991,2,52,
MK2019,TVu7991,3,52,11.9
MK2019,TVu8,1,46,10.8
MK2019,TVu8,2,46,9.6
MK2019,TVu8,3,54,6.7
MK2019,TVu8059,1,50,11.7
MK2019,TVu8059,2,48,12.5
MK2019,TVu8059,3,52,11.3
MK2019,TVu8072,1,52,6.8
MK2019,TVu8072,2,54,13.3
MK2019,TVu8072,3,56,7.6
MK2019,TVu8082,1,50,10.3
MK2019,TVu8082,2,48,
MK2019,TVu8082,3,54,10.1
MK2019,TVu8123,1,50,10.2
MK2019,TVu8123,2,54,
MK2019,TVu8123,3,54,
MK2019,TVu8262,1,52,13.9
MK2019,TVu8262,2,56,14.1
MK2019,TVu8262,3,48,16
MK2019,TVu8389,1,48,15
MK2019,TVu8389,2,48,10.4
MK2019,TVu8389,3,44,13.1
MK2019,TVu84,1,48,8.6
MK2019,TVu84,2,48,11.1
MK2019,TVu84,3,54,9.6
MK2019,TVu8464,1,52,11.7
MK2019,TVu8464,2,52,8.8
